,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2019-01-01 00:00:00,793.3024137931035,5852.0,1176.0493827160494,8542.0,4133.0,6545.98,5677.73,41400.0,3186.04,825.5,22699.0,10152.0,60301.0,27832.0,5225.19,1732.0,3986.0,2980.0,22850.0,1120.75,438.0,648.0,403.61,932.4782758620689,10893.0,15622.94,14466.59,4796.9,5856.0,5282.0,14375.0,1053.2,2744.0,939.0222222222222
2019-01-01 01:00:00,739.486551724138,5619.0,1102.037037037037,8077.0,3991.0,6699.34,5622.2,39889.0,3070.07,788.9,21336.0,9920.0,58540.0,27634.0,4986.27,1623.0,3733.0,2823.0,21600.0,1076.68,391.0,624.0,376.23,869.2210344827587,10602.0,15705.29,13773.58,4649.6,5675.0,5067.0,14153.0,1011.07,2679.0,900.8000000000001
2019-01-01 02:00:00,685.2186206896553,5324.0,1041.604938271605,7823.0,3894.0,6911.95,5474.74,38650.0,2966.19,769.0,20184.0,9844.8,55144.0,25184.0,4758.82,1534.0,3554.0,2595.0,20255.0,1057.13,391.0,612.0,348.62,805.4324137931035,10303.0,15643.08,13406.2,4394.4,5570.0,4739.0,13896.0,963.31,2608.0,842.4888888888889
2019-01-01 03:00:00,649.9768965517242,5273.0,1010.3703703703704,7636.0,3841.0,6840.4,5432.51,38794.0,2933.48,762.9,19430.0,9912.7,52978.0,22708.0,4580.34,1488.0,3499.0,2456.0,19459.0,1058.49,385.0,614.0,330.69,764.0079310344828,10022.0,15611.87,13216.3,4176.6,5524.0,4445.0,13955.0,937.86,2602.0,790.2222222222223
2019-01-01 04:00:00,634.2920689655173,5439.0,1015.8024691358025,7617.0,3820.0,6719.15,5446.35,38581.0,2940.64,765.8,19161.0,10027.0,52584.0,21614.0,4605.0,1496.0,3518.0,2376.0,19503.0,1092.09,392.0,618.0,322.71,745.5713793103448,10052.0,15727.78,13126.4,4016.9,5508.0,4204.0,14166.0,961.02,2594.0,747.3777777777779
2019-01-01 05:00:00,636.9455172413793,5517.0,1041.604938271605,7716.0,3878.0,6713.51,5413.39,37766.0,3035.76,780.8,19342.0,9966.7,52881.0,21526.0,4745.84,1534.0,3600.0,2334.0,20380.0,1112.95,410.0,638.0,324.06,748.6903448275862,10309.0,16040.49,13215.61,3943.3,5496.0,4310.0,14352.0,1006.75,2663.0,766.2222222222223
2019-01-01 06:00:00,655.2444827586207,5948.0,1037.530864197531,7711.0,4079.0,6728.43,5450.17,38364.0,3100.51,799.3,19794.0,10104.0,53173.0,22639.0,4967.07,1528.0,3643.0,2376.0,20833.0,1122.75,367.0,652.0,333.37,770.1996551724138,10568.0,16324.82,13087.74,3922.6,5500.0,4145.0,14807.0,1051.45,2658.0,736.8888888888889
2019-01-01 07:00:00,716.5686206896552,6204.0,1106.111111111111,7723.0,4331.0,6673.48,5449.62,38806.0,3208.1,798.8,19726.0,10084.0,52929.0,25026.0,5551.28,1629.0,3745.0,2440.0,21199.0,1136.61,349.0,655.0,364.57,842.2824137931034,10863.0,16654.68,12992.96,3829.7,5593.0,4323.0,15064.0,1088.8,2718.0,768.5333333333334
2019-01-01 08:00:00,784.1037931034483,6544.0,1210.679012345679,7820.0,4489.0,6693.42,5891.23,41283.0,3337.19,830.8,20386.0,10230.0,53830.0,26698.0,6250.66,1783.0,3882.0,2467.0,22341.0,1222.77,380.0,697.0,398.93,921.6658620689656,11200.0,16934.87,13425.55,3785.7,5657.0,4585.0,15492.0,1130.78,2892.0,815.1111111111111
2019-01-01 09:00:00,827.5613793103449,6884.0,1284.0123456790125,8196.0,4543.0,6839.82,6291.89,43816.0,3530.81,864.7,22053.0,10407.0,55677.0,29909.0,6801.55,1891.0,4028.0,2574.0,23695.0,1290.17,386.0,733.0,421.04,972.7475862068966,11620.0,17368.8,14082.94,4105.3,5726.0,4952.0,15810.0,1132.84,2953.0,880.3555555555556
2019-01-01 10:00:00,832.1803448275863,7064.0,1326.111111111111,8631.0,4489.0,6920.26,6502.42,47359.0,3679.1,876.6,23308.0,10533.0,57722.0,33020.0,6890.29,1953.0,4195.0,2830.0,24547.0,1324.24,382.0,755.0,423.39,978.1768965517241,12092.0,17611.37,14688.34,4493.2,5764.0,5047.0,16045.0,1143.0,3071.0,897.2444444444445
2019-01-01 11:00:00,822.2937931034484,7062.0,1303.7037037037037,8740.0,4398.0,6896.08,6662.42,48967.0,3746.84,881.9,23858.0,10568.0,60387.0,35218.0,6574.84,1920.0,4329.0,3093.0,25172.0,1335.83,396.0,753.0,418.36,966.5558620689656,12354.0,17736.62,15234.81,4848.2,5744.0,5133.0,16254.0,1140.52,3066.0,912.5333333333334
2019-01-01 12:00:00,801.7737931034484,7041.0,1240.5555555555557,8954.0,4319.0,7193.23,6727.27,48355.0,3761.13,894.3,24340.0,10547.0,60029.0,36270.0,5894.49,1827.0,4331.0,3312.0,23970.0,1333.46,400.0,755.0,407.92,942.4358620689655,12486.0,17689.1,15708.93,5014.1,5729.0,5100.0,16321.0,1119.23,3070.0,906.6666666666667
2019-01-01 13:00:00,782.3937931034484,6938.0,1197.0987654320988,8786.0,4376.0,7268.09,6721.9,48088.0,3800.54,901.1,24244.0,10838.0,57977.0,36208.0,5880.39,1763.0,4366.0,3426.0,23088.0,1335.3,452.0,770.0,398.06,919.6558620689655,12461.0,18081.75,15801.49,4754.5,5812.0,5036.0,16874.0,1121.95,3073.0,895.2888888888889
2019-01-01 14:00:00,783.3568965517243,6976.0,1190.3086419753088,8703.0,4607.0,7152.59,6848.63,48776.0,3760.58,971.7,23007.0,11189.0,56719.0,35962.0,5932.7,1753.0,4415.0,3377.0,23557.0,1402.53,454.0,834.0,398.55,920.7879310344828,12598.0,18479.48,15845.06,4510.9,6047.0,5026.0,17436.0,1151.33,3044.0,893.5111111111112
2019-01-01 15:00:00,840.6320689655173,7257.0,1291.4814814814815,8585.0,5068.0,7070.48,6964.43,50747.0,4202.2,981.9,22505.0,11263.0,56642.0,36394.0,5995.0,1902.0,4691.0,3351.0,24975.0,1458.94,460.0,861.0,427.69,988.1113793103448,13009.0,18652.54,16939.9,4455.7,6617.0,5282.0,18173.0,1227.43,3190.0,939.0222222222222
2019-01-01 16:00:00,898.3003448275862,7591.0,1437.4691358024693,9145.0,5241.0,7100.68,6963.75,53932.0,4384.13,991.2,22934.0,11298.0,59439.0,39330.0,6594.19,2117.0,4785.0,3452.0,28519.0,1454.96,427.0,860.0,457.03,1055.896896551724,14132.0,18628.94,17255.9,4519.7,6733.0,5467.0,18388.0,1322.91,3209.0,971.9111111111112
2019-01-01 17:00:00,904.8651724137932,7616.0,1463.2716049382716,9269.0,5229.0,6767.99,6936.06,54464.0,4360.38,971.9,25566.0,11286.0,62690.0,41258.0,6686.53,2155.0,4770.0,3774.0,29748.0,1434.24,423.0,845.0,460.37,1063.613448275862,13987.0,18491.94,17339.4,5087.4,6712.0,5443.0,18200.0,1385.49,3225.0,967.6444444444445
2019-01-01 18:00:00,904.8258620689656,7277.0,1484.320987654321,9007.0,5139.0,6864.51,6894.98,53954.0,4137.21,963.4,27069.0,11107.0,63741.0,40538.0,6655.85,2186.0,4764.0,3769.0,30466.0,1402.8,465.0,827.0,460.35,1063.5672413793104,13686.0,18191.5,17350.24,5733.4,6625.0,5482.0,17725.0,1386.09,3194.0,974.5777777777778
2019-01-01 19:00:00,900.7768965517242,7031.0,1474.8148148148148,8898.0,5033.0,6538.82,6787.37,51918.0,3944.49,935.2,28154.0,10745.0,62360.0,38998.0,6479.02,2172.0,4672.0,3624.0,29874.0,1332.14,467.0,805.0,458.29,1058.8079310344829,13281.0,18034.75,16974.09,5951.3,6419.0,5372.0,17424.0,1367.61,3183.0,955.0222222222222
2019-01-01 20:00:00,874.9696551724139,6514.0,1482.283950617284,8749.0,4934.0,6573.89,6446.72,49856.0,3671.11,878.3,28489.0,10968.0,60160.0,37036.0,6147.13,2183.0,4529.0,3467.0,28568.0,1237.33,409.0,748.0,445.16,1028.4731034482759,12664.0,17630.81,16279.04,6031.9,6166.0,5274.0,17030.0,1308.21,3071.0,937.6
2019-01-01 21:00:00,842.5189655172414,6612.0,1417.7777777777778,9050.0,4698.0,6456.93,6342.81,48998.0,3454.36,845.4,27617.0,10844.0,60983.0,34502.0,5912.0,2088.0,4314.0,3324.0,26561.0,1148.95,359.0,688.0,428.65,990.3293103448275,12052.0,17235.66,15653.89,5893.8,5919.0,5309.0,16745.0,1226.51,2964.0,943.8222222222223
2019-01-01 22:00:00,829.8610344827587,6225.0,1285.3703703703704,9099.0,4373.0,6452.8,6056.37,46016.0,3208.53,794.1,25606.0,10517.0,61763.0,30477.0,5324.45,1893.0,4105.0,3127.0,23904.0,1095.24,388.0,637.0,422.21,975.4506896551724,11268.0,16736.76,14593.1,5630.9,5668.0,5406.0,16335.0,1139.27,2846.0,961.0666666666667
2019-01-01 23:00:00,779.8975862068967,5928.0,1147.530864197531,8629.0,4156.0,6565.73,5844.14,44095.0,3028.11,757.1,23173.0,10202.0,59306.0,28288.0,4856.2,1690.0,3839.0,2994.0,21649.0,1059.63,347.0,599.0,396.79,916.7217241379311,10744.0,16373.25,13763.44,5091.1,5493.0,5301.0,16008.0,1081.46,2742.0,942.4000000000001
2019-01-02 00:00:00,722.2096551724138,5665.0,1059.9382716049383,8226.0,4049.0,6162.04,5935.13,42705.0,2946.07,739.1,21327.0,10038.0,56993.0,28059.0,4786.11,1561.0,3722.0,2814.0,20077.0,1031.46,322.0,582.0,367.44,848.9131034482758,10383.0,16128.6,13467.76,4632.4,5379.0,5157.0,15938.0,1023.65,2664.0,916.8000000000001
2019-01-02 01:00:00,678.3786206896552,5546.0,1006.2962962962963,7889.0,4032.0,6840.42,5910.41,42432.0,2889.81,715.4,20132.0,10023.0,55713.0,27442.0,4581.93,1482.0,3583.0,2600.0,19300.0,1026.03,305.0,578.0,345.14,797.3924137931034,10210.0,16014.84,13238.46,4322.5,5342.0,4668.0,15771.0,1022.07,2666.0,829.8666666666667
2019-01-02 02:00:00,646.3210344827586,5451.0,986.604938271605,7774.0,4078.0,6916.84,5844.16,41921.0,2921.59,718.4,19656.0,10173.0,53472.0,26322.0,4462.57,1453.0,3522.0,2454.0,18942.0,1045.38,417.0,590.0,328.83,759.7106896551724,10157.0,16147.88,13326.79,4116.6,5342.0,4507.0,15893.0,1000.08,2647.0,801.2444444444445
2019-01-02 03:00:00,627.8451724137932,5634.0,1011.7283950617284,7808.0,4198.0,6863.11,6025.69,43614.0,3006.97,752.9,19543.0,10555.0,53103.0,25463.0,4533.09,1490.0,3651.0,2382.0,19286.0,1111.9,460.0,635.0,319.43,737.9934482758621,10258.0,16316.45,13771.86,4014.5,5400.0,4306.0,16263.0,1011.71,2721.0,765.5111111111112
2019-01-02 04:00:00,636.5917241379311,6241.0,1094.567901234568,8238.0,4536.0,6803.11,6565.73,46652.0,3209.86,858.0,20421.0,11191.0,55361.0,25072.0,4841.93,1612.0,3989.0,2370.0,20993.0,1282.16,395.0,736.0,323.88,748.2744827586207,10832.0,16812.0,14916.88,4000.5,5521.0,4264.0,16919.0,1064.82,2883.0,758.0444444444445
2019-01-02 05:00:00,658.1534482758622,7025.0,1296.9135802469136,8981.0,5028.0,6766.77,7467.41,52589.0,3743.37,982.6,23200.0,11691.0,59308.0,26710.0,5335.06,1910.0,4609.0,2396.0,24833.0,1465.08,331.0,868.0,334.85,773.6189655172415,12147.0,18057.47,18032.33,4102.5,5780.0,4390.0,18200.0,1135.15,3183.0,780.4444444444445
2019-01-02 06:00:00,706.2103448275863,7927.0,1446.9753086419753,9703.0,5569.0,6457.08,8025.19,57863.0,4305.69,1096.4,27038.0,12037.0,63485.0,32355.0,5896.93,2131.0,4958.0,2585.0,29443.0,1593.16,305.0,971.0,359.3,830.1068965517242,13771.0,19556.36,20340.48,4464.0,6046.0,4575.0,19757.0,1184.47,3340.0,813.3333333333334
2019-01-02 07:00:00,785.46,8334.0,1569.1975308641975,10251.0,5829.0,6155.61,8361.19,60705.0,4626.48,1134.8,30378.0,12066.0,66769.0,34862.0,6536.0,2311.0,5151.0,2967.0,33463.0,1651.75,301.0,1012.0,399.62,923.26,15203.0,20443.35,21621.74,5004.4,6337.0,4862.0,20484.0,1286.37,3503.0,864.3555555555556
2019-01-02 08:00:00,858.9703448275862,8629.0,1634.3827160493827,10492.0,5844.0,6297.36,8709.61,62506.0,4738.52,1165.8,33079.0,12136.0,68375.0,40033.0,6950.0,2407.0,5296.0,3311.0,35891.0,1696.02,392.75,1029.0,437.02,1009.6668965517241,15968.0,20271.79,22396.33,5828.3,6560.0,5171.0,20593.0,1367.55,3677.0,919.2888888888889
2019-01-02 09:00:00,905.9068965517241,8747.0,1650.679012345679,10830.0,5730.0,6436.33,8899.34,63940.0,4721.57,1178.2,34660.0,12242.0,69164.0,42830.0,7263.38,2431.0,5377.0,3557.0,36056.0,1721.64,484.5,1038.0,460.9,1064.8379310344826,16053.0,20195.51,22622.41,6570.9,6610.0,5369.0,20891.0,1356.58,3668.0,954.4888888888889
2019-01-02 10:00:00,929.6896551724138,8830.0,1669.6913580246915,11103.0,5627.0,6511.63,8979.75,64911.0,4722.6,1188.8,34802.0,12315.0,69929.0,44538.0,7327.0,2459.0,5490.0,3774.0,36123.0,1716.21,576.25,1026.0,473.0,1092.7931034482758,16211.0,19971.66,23113.88,6828.6,6600.0,5457.0,20613.0,1367.9,3773.0,970.1333333333333
2019-01-02 11:00:00,922.0437931034484,8849.0,1654.7530864197531,11197.0,5551.0,6469.68,9146.41,64800.0,4621.2,1202.5,34297.0,12327.0,71349.0,44982.0,7408.9,2437.0,5580.0,3901.0,35866.0,1723.58,668.0,1039.0,469.11,1083.8058620689656,16130.0,19840.15,23221.71,6999.0,6553.0,5484.0,20743.0,1324.29,3770.0,974.9333333333334
2019-01-02 12:00:00,921.218275862069,8809.0,1604.5061728395062,11115.0,5484.0,6682.18,9224.63,64095.0,4622.98,1206.2,34144.0,12400.0,70323.0,45169.0,7047.0,2363.0,5559.0,3968.0,35037.0,1719.91,679.0,1043.0,468.69,1082.8355172413792,16127.0,19777.54,23551.13,6950.1,6457.0,5458.0,20743.0,1279.43,3750.0,970.3111111111111
2019-01-02 13:00:00,916.3241379310346,8776.0,1557.6543209876543,11036.0,5489.0,6591.05,9090.36,62557.0,4555.68,1220.1,33359.0,12528.0,68572.0,45179.0,7264.85,2294.0,5559.0,3976.0,35263.0,1736.88,640.0,1056.0,466.2,1077.0827586206897,16080.0,20074.8,23090.38,6785.7,6498.0,5337.0,21231.0,1273.38,3720.0,948.8000000000001
2019-01-02 14:00:00,928.2155172413794,8813.0,1541.358024691358,11028.0,5650.0,6468.76,9165.62,62450.0,4517.9,1268.4,32369.0,12822.0,66816.0,45158.0,7148.23,2270.0,5618.0,3927.0,35690.0,1789.16,618.0,1096.0,472.25,1091.0603448275863,16161.0,20721.75,23103.15,6838.4,6770.0,5344.0,21664.0,1293.05,3691.0,950.0444444444445
2019-01-02 15:00:00,961.4524137931036,9048.0,1636.4197530864199,11180.0,5977.0,6470.57,9214.27,63650.0,4764.5,1252.2,31812.0,12848.0,66648.0,44696.0,7294.56,2410.0,5828.0,3923.0,37199.0,1796.53,600.0,1088.0,489.16,1130.128275862069,16608.0,20990.38,23936.88,6695.5,7314.0,5636.0,21997.0,1372.92,3840.0,1001.9555555555556
2019-01-02 16:00:00,985.628275862069,9273.0,1760.0,11817.0,6178.0,6838.01,9182.49,67452.0,5226.79,1225.0,32087.0,12801.0,69886.0,47129.0,7713.0,2592.0,5855.0,4083.0,40181.0,1763.16,630.0,1070.0,501.46,1158.5455172413792,17585.0,20786.85,23854.54,6716.6,7420.0,5765.0,22082.0,1532.14,3857.0,1024.888888888889
2019-01-02 17:00:00,979.6924137931035,9130.0,1753.20987654321,11840.0,6114.0,7194.8,9014.41,67078.0,5081.76,1178.3,34133.0,12943.0,73776.0,48282.0,7773.4,2582.0,5786.0,4485.0,40260.0,1722.49,579.0,1038.0,498.44,1151.568275862069,16615.0,20452.24,23549.88,7092.0,7384.0,5726.0,21681.0,1555.02,3809.0,1017.9555555555556
2019-01-02 18:00:00,977.1962068965519,8664.0,1754.567901234568,11524.0,5891.0,7296.84,8931.97,65065.0,4744.07,1149.8,34783.0,12660.0,74391.0,47962.0,7677.0,2584.0,5696.0,4499.0,39631.0,1664.77,653.0,1003.0,497.17,1148.6341379310345,15956.0,20271.73,23452.86,7626.9,7252.0,5708.0,21036.0,1571.65,3759.0,1014.7555555555556
2019-01-02 19:00:00,973.2258620689655,8171.0,1713.8271604938273,10913.0,5657.0,7138.38,8626.27,61608.0,4410.61,1096.7,35182.0,12255.0,71105.0,46788.0,7398.37,2524.0,5516.0,4284.0,37192.0,1568.5,687.0,953.0,495.15,1143.9672413793103,15150.0,19873.04,22839.28,7839.0,6936.0,5706.0,20637.0,1545.66,3690.0,1014.4000000000001
2019-01-02 20:00:00,945.0403448275863,7674.0,1689.3827160493827,10422.0,5480.0,6867.0,8189.57,58682.0,4120.74,1032.3,34839.0,12422.0,68056.0,43892.0,6966.0,2488.0,5351.0,4036.0,34291.0,1437.8,618.0,874.0,480.81,1110.836896551724,14274.0,19401.57,21573.34,7850.5,6530.0,5628.0,19882.0,1462.19,3524.0,1000.5333333333334
2019-01-02 21:00:00,914.0637931034483,7546.0,1580.0617283950617,10583.0,5134.0,6630.26,7811.93,56663.0,3811.0,975.2,32692.0,12215.0,68727.0,40732.0,6516.0,2327.0,5133.0,3810.0,30917.0,1314.8,503.0,802.0,465.05,1074.4258620689654,13293.0,18743.78,20043.41,7519.1,6141.0,5671.0,18954.0,1364.27,3378.0,1008.1777777777778
2019-01-02 22:00:00,891.4210344827586,7028.0,1430.679012345679,10603.0,4728.0,6695.42,7371.44,52053.0,3527.71,921.8,29692.0,11801.0,69839.0,36802.0,5824.7,2107.0,4922.0,3501.0,27492.0,1226.3,494.0,732.0,453.53,1047.8106896551724,12426.0,17694.09,18665.95,7032.9,5854.0,5657.0,18177.0,1267.42,3212.0,1005.688888888889
2019-01-02 23:00:00,829.2910344827587,6704.0,1262.283950617284,10019.0,4449.0,6719.89,7063.72,48651.0,3361.87,883.6,27054.0,11614.0,67684.0,32590.0,5309.8,1859.0,4599.0,3307.0,24612.0,1187.94,497.0,690.0,421.92,974.7806896551724,11781.0,17310.87,17615.81,6286.0,5650.0,5512.0,17488.0,1177.72,3114.0,979.9111111111112
2019-01-03 00:00:00,751.2010344827587,6441.0,1153.641975308642,9544.0,4317.0,6926.03,7130.58,47222.0,3234.73,864.4,24667.0,11514.0,65391.0,31534.0,5227.71,1699.0,4400.0,3070.0,22665.0,1169.52,391.0,675.0,382.19,882.9906896551724,11333.0,16976.36,16929.89,5594.7,5550.0,5209.0,17093.0,1128.89,3005.0,926.0444444444445
2019-01-03 01:00:00,697.2672413793103,6315.0,1095.2469135802469,9256.0,4285.0,6982.02,7049.73,46450.0,3198.97,856.6,23415.0,11440.0,64179.0,30940.0,5037.36,1613.0,4192.0,2833.0,21644.0,1152.08,386.0,662.0,354.75,819.5948275862069,11029.0,16761.88,16703.08,5155.2,5534.0,4836.0,16823.0,1136.8,2984.0,859.7333333333333
2019-01-03 02:00:00,664.541379310345,6187.0,1067.4074074074074,9000.0,4294.0,7001.88,6944.61,46197.0,3238.15,860.1,22791.0,11564.0,61822.0,29136.0,4898.52,1572.0,4117.0,2677.0,21330.0,1161.1,360.0,673.0,338.1,781.1275862068966,10916.0,16782.78,16695.68,4881.0,5588.0,4564.0,16870.0,1123.42,2998.0,811.3777777777779
2019-01-03 03:00:00,650.8810344827587,6275.0,1089.8148148148148,9073.0,4430.0,7070.76,7090.14,46680.0,3313.59,895.0,22690.0,11876.0,61255.0,28166.0,4918.0,1605.0,4221.0,2591.0,21693.0,1229.17,376.0,721.0,331.15,765.0706896551724,11008.0,17034.79,17049.65,4769.9,5757.0,4425.0,16991.0,1146.65,3044.0,786.6666666666667
2019-01-03 04:00:00,667.7255172413794,6826.0,1165.1851851851852,9425.0,4874.0,6759.42,7593.1,49150.0,3526.59,991.9,23298.0,12611.0,63822.0,27690.0,5257.0,1716.0,4560.0,2579.0,23063.0,1440.17,388.0,822.0,339.72,784.8703448275862,11492.0,17539.9,17854.03,4751.4,6197.0,4588.0,17636.0,1291.19,3184.0,815.6444444444445
2019-01-03 05:00:00,710.3575862068967,7534.0,1384.5061728395062,10244.0,5384.0,7000.85,8546.99,54233.0,4088.35,1112.0,25663.0,13060.0,68352.0,29318.0,6088.54,2039.0,5287.0,2610.0,27031.0,1623.67,384.0,946.0,361.41,834.9817241379311,12750.0,18872.67,20454.78,4853.5,6847.0,4836.0,19058.0,1580.16,3459.0,859.7333333333333
2019-01-03 06:00:00,788.7227586206897,8417.0,1542.7160493827162,10808.0,5842.0,6634.72,9062.79,59476.0,4742.17,1227.1,29285.0,13236.0,72742.0,34208.0,6681.0,2272.0,5608.0,2802.0,31670.0,1750.76,380.0,1055.0,401.28,927.095172413793,14436.0,20395.22,22257.25,5201.4,7405.0,5186.0,20612.0,1786.3,3617.0,921.9555555555556
2019-01-03 07:00:00,890.3989655172414,8733.0,1657.4691358024693,11521.0,6062.0,7017.47,9221.6,63030.0,4976.11,1256.6,32639.0,13191.0,75911.0,38911.0,7826.76,2441.0,5749.0,3174.0,35959.0,1784.25,497.0,1093.0,453.01,1046.6093103448275,15884.0,20637.6,23031.48,5977.2,7813.0,5561.0,21410.0,1827.12,3769.0,988.6222222222223
2019-01-03 08:00:00,956.0275862068966,9053.0,1727.4074074074074,11761.0,6026.0,7418.87,9459.78,64948.0,4959.18,1273.5,35114.0,13305.0,76845.0,42509.0,8289.49,2544.0,5770.0,3500.0,38376.0,1791.72,679.0,1105.0,486.4,1123.751724137931,16449.0,20547.85,23602.59,6821.5,7988.0,5800.0,21439.0,1793.72,3877.0,1031.111111111111
2019-01-03 09:00:00,983.2303448275864,9201.0,1730.1234567901236,11934.0,5985.0,7567.4,9566.15,65325.0,4972.28,1271.8,36149.0,13329.0,76941.0,44280.0,8639.0,2548.0,5734.0,3738.0,38688.0,1781.75,644.0,1097.0,500.24,1155.7268965517242,16567.0,20457.29,23522.63,7332.2,8033.0,5974.0,21382.0,1783.31,3855.0,1062.0444444444445
2019-01-03 10:00:00,993.9817241379311,9312.0,1740.3086419753088,12083.0,5895.0,7573.37,9527.95,66417.0,4959.26,1265.9,36127.0,13250.0,76824.0,45068.0,8759.93,2563.0,5760.0,3894.0,38210.0,1768.1,669.0,1071.0,505.71,1168.3644827586206,16478.0,20412.72,23812.81,7419.6,8010.0,5975.0,21190.0,1776.39,3957.0,1062.2222222222222
2019-01-03 11:00:00,993.7262068965517,9240.0,1713.1481481481483,12010.0,5885.0,7359.38,9688.05,66548.0,4878.72,1284.3,35555.0,13092.0,76666.0,45821.0,8680.95,2523.0,5810.0,3987.0,37043.0,1777.92,666.0,1094.0,505.58,1168.0641379310343,16143.0,20237.93,23823.2,7491.9,8011.0,6024.0,21162.0,1794.81,3946.0,1070.9333333333334
2019-01-03 12:00:00,984.3310344827587,9180.0,1688.0246913580247,11924.0,5853.0,7385.41,9706.12,65096.0,4888.67,1262.6,35195.0,13136.0,74618.0,45711.0,8249.68,2486.0,5793.0,4037.0,36485.0,1771.92,652.0,1091.0,500.8,1157.0206896551724,16070.0,20074.45,24025.08,7291.3,7893.0,5975.0,21021.0,1761.86,3937.0,1062.2222222222222
2019-01-03 13:00:00,975.6041379310345,9057.0,1645.9259259259259,11782.0,5890.0,7302.37,9536.16,63971.0,4812.18,1280.3,34219.0,13315.0,72433.0,45938.0,8275.86,2424.0,5850.0,4060.0,37007.0,1778.02,600.0,1093.0,496.36,1146.7627586206897,16137.0,20073.2,23817.16,7113.9,7867.0,5853.0,20980.0,1768.88,3903.0,1040.5333333333333
2019-01-03 14:00:00,975.6434482758622,9044.0,1623.5185185185185,11795.0,6004.0,7159.56,9618.63,63277.0,4778.53,1328.3,33337.0,13611.0,70453.0,46698.0,8167.12,2391.0,5953.0,4015.0,37412.0,1817.75,570.0,1140.0,496.38,1146.8089655172414,16259.0,20056.58,23774.26,7211.7,8008.0,5844.0,21153.0,1761.83,3846.0,1038.9333333333334
2019-01-03 15:00:00,1019.0617241379312,9234.0,1721.2962962962963,11852.0,6227.0,7193.03,9655.32,64439.0,5046.46,1333.7,33059.0,13641.0,70357.0,47656.0,8129.0,2535.0,6121.0,4020.0,38950.0,1831.48,530.0,1137.0,518.47,1197.8444827586206,16648.0,20304.25,24712.4,7108.8,8481.0,6110.0,22013.0,1830.64,4015.0,1086.2222222222222
2019-01-03 16:00:00,1068.9662068965517,9530.0,1844.1975308641977,12374.0,6407.0,7386.01,9626.17,67771.0,5465.68,1312.8,33467.0,13644.0,74180.0,48165.0,8584.0,2716.0,6158.0,4178.0,41930.0,1799.07,565.0,1112.0,543.86,1256.5041379310344,17579.0,20225.85,24753.7,7122.9,8517.0,6243.0,21969.0,1906.91,3997.0,1109.8666666666668
2019-01-03 17:00:00,1062.5389655172414,9362.0,1842.8395061728395,12353.0,6327.0,7809.88,9404.76,67678.0,5218.3,1279.9,35214.0,13664.0,78349.0,48270.0,8593.0,2714.0,6071.0,4550.0,42047.0,1756.33,590.0,1062.0,540.59,1248.9493103448276,16722.0,20018.63,24377.75,7482.7,8420.0,6186.0,21545.0,1916.98,3971.0,1099.7333333333333
2019-01-03 18:00:00,1062.401379310345,8806.0,1854.3827160493827,11956.0,6129.0,7893.87,9377.28,65735.0,4866.31,1256.0,35831.0,13428.0,78676.0,48248.0,8489.0,2731.0,5966.0,4539.0,41387.0,1705.57,667.0,1044.0,540.52,1248.7875862068965,16122.0,19717.2,24183.85,8040.4,8244.0,6163.0,20712.0,1899.76,3909.0,1095.6444444444444
2019-01-03 19:00:00,1047.6010344827587,8332.0,1806.172839506173,11410.0,5911.0,7659.98,9058.08,62132.0,4535.72,1203.0,36111.0,12956.0,75424.0,48269.0,8024.0,2660.0,5781.0,4337.0,38781.0,1614.06,709.0,994.0,532.99,1231.3906896551723,15412.0,19285.68,23460.56,8243.0,7894.0,6115.0,20238.0,1836.98,3847.0,1087.111111111111
2019-01-03 20:00:00,1021.7937931034484,7828.0,1770.8641975308642,10868.0,5748.0,7270.29,8565.91,59363.0,4228.0,1134.1,35699.0,12992.0,72057.0,45716.0,7242.72,2608.0,5592.0,4084.0,35800.0,1465.87,702.0,901.0,519.86,1201.0558620689656,14447.0,18790.24,22036.93,8145.1,7386.0,6001.0,19248.0,1687.66,3655.0,1066.8444444444444
2019-01-03 21:00:00,988.0851724137931,7747.0,1663.5802469135804,11002.0,5385.0,7015.99,8142.9,57481.0,3918.07,1055.7,33426.0,12698.0,72536.0,42040.0,6860.06,2450.0,5363.0,3850.0,32179.0,1345.71,686.0,813.0,502.71,1161.433448275862,13457.0,18178.49,20651.43,7802.5,6953.0,6066.0,18377.0,1585.8,3486.0,1078.4
2019-01-03 22:00:00,959.9586206896552,7292.0,1480.9259259259259,10953.0,4975.0,6977.86,7696.75,54373.0,3583.5,988.3,30461.0,12100.0,73389.0,37594.0,6160.05,2181.0,5122.0,3546.0,28761.0,1248.68,699.0,751.0,488.4,1128.3724137931033,12592.0,17296.53,19331.36,7323.6,6647.0,6036.0,17267.0,1470.72,3352.0,1073.0666666666666
2019-01-03 23:00:00,921.8275862068966,6915.0,1314.567901234568,10408.0,4690.0,6858.01,7404.83,51111.0,3384.36,946.9,27696.0,11744.0,71259.0,33192.0,5655.97,1936.0,4807.0,3359.0,25904.0,1195.06,698.0,710.0,469.0,1083.551724137931,11914.0,16874.15,18225.76,6524.6,6432.0,5877.0,16533.0,1360.3,3233.0,1044.8
