,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2019-02-17 05:00:00,653.2593103448277,6037.0,1110.1851851851852,8504.0,4590.0,6785.88,6795.79,42102.0,3042.0,858.5,21785.0,9877.1,54102.0,23929.0,5124.6,1635.0,4274.0,2518.0,23691.0,1161.18,190.0,712.0,332.36,767.8662068965517,10778.0,16036.55,15250.73,4253.0,6479.0,4260.0,15857.0,1216.98,3089.0,757.3333333333334
2019-02-17 06:00:00,771.878275862069,6621.0,1185.5555555555557,8645.0,5000.0,6624.8,7070.3,43539.0,3282.47,916.5,22510.0,9948.8,55127.0,25435.0,5576.75,1746.0,4577.0,2555.0,24551.0,1225.69,290.0,766.0,392.71,907.2955172413792,11224.0,16327.57,15552.98,4315.4,6733.0,4544.0,16160.0,1366.18,3226.0,807.8222222222223
2019-02-17 07:00:00,881.141379310345,6964.0,1307.7777777777778,8964.0,5130.0,6306.66,7402.91,47064.0,3547.73,973.5,23204.0,10184.0,56421.0,28491.0,6126.11,1926.0,4781.0,2675.0,26712.0,1318.84,292.0,835.0,448.3,1035.7275862068966,11792.0,16628.64,16550.58,4274.8,6799.0,4817.0,16733.0,1457.41,3404.0,856.3555555555556
2019-02-17 08:00:00,951.0155172413795,7177.0,1395.3703703703704,9502.0,5009.0,6441.54,7784.03,49779.0,3772.21,983.0,25548.0,10300.0,58058.0,30374.0,6630.0,2055.0,4917.0,2761.0,28411.0,1374.73,280.0,871.0,483.85,1117.8603448275862,12010.0,17217.18,17121.4,4570.0,6737.0,5103.0,17466.0,1470.33,3596.0,907.2
2019-02-17 09:00:00,918.5451724137931,7223.0,1445.6172839506173,9605.0,4832.0,6650.99,7996.39,51560.0,3858.92,980.4,27314.0,10235.0,58162.0,33894.0,6996.07,2129.0,4950.0,3047.0,28749.0,1402.8,348.0,874.0,467.33,1079.693448275862,11582.0,17509.89,17568.84,4980.6,6607.0,5170.0,17771.0,1418.56,3606.0,919.1111111111112
2019-02-17 10:00:00,881.9079310344828,7253.0,1455.8024691358025,9626.0,4655.0,6883.53,7849.56,53252.0,3880.67,970.1,27964.0,10120.0,57516.0,35854.0,7078.99,2144.0,4919.0,3261.0,28744.0,1401.8,377.0,865.0,448.69,1036.6286206896552,11156.0,17525.71,17709.44,5317.1,6590.0,5171.0,17794.0,1407.51,3622.0,919.2888888888889
2019-02-17 11:00:00,897.8089655172414,6953.0,1408.9506172839506,9545.0,4525.0,7045.01,7655.33,51977.0,3852.69,963.8,27620.0,10006.0,57725.0,38704.0,6868.36,2075.0,4812.0,3354.0,28334.0,1386.8,421.0,855.0,456.78,1055.3193103448275,10926.0,17433.96,17575.86,5529.7,6474.0,5038.0,17719.0,1335.47,3466.0,895.6444444444445
2019-02-17 12:00:00,863.5893103448277,6680.0,1317.283950617284,9232.0,4409.0,7075.74,7451.07,49502.0,3772.62,957.5,27792.0,9889.8,54620.0,39244.0,6307.04,1940.0,4659.0,3460.0,26356.0,1361.38,421.0,853.0,439.37,1015.0962068965517,10662.0,17394.07,17619.91,5620.7,6359.0,4866.0,17438.0,1261.06,3346.0,865.0666666666667
2019-02-17 13:00:00,867.9724137931036,6507.0,1238.5185185185185,8815.0,4417.0,7029.82,7410.24,48085.0,3708.07,971.6,27481.0,9963.1,50832.0,34836.0,6307.06,1824.0,4610.0,3465.0,25916.0,1344.92,346.0,853.0,441.6,1020.248275862069,10635.0,17440.03,17152.28,5366.8,6342.0,4695.0,17254.0,1224.33,3250.0,834.6666666666667
2019-02-17 14:00:00,818.7558620689656,6453.0,1190.9876543209878,8627.0,4615.0,6922.96,7439.5,47542.0,3692.02,993.9,26254.0,10221.0,48396.0,37532.0,6201.58,1754.0,4657.0,3364.0,26289.0,1343.51,267.0,856.0,416.56,962.3972413793103,11074.0,17504.47,16935.99,5154.2,6509.0,4601.0,17354.0,1211.23,3187.0,817.9555555555556
2019-02-17 15:00:00,827.0306896551724,6655.0,1197.7777777777778,8870.0,5042.0,6734.5,7455.64,48349.0,3813.55,1069.8,25588.0,10721.0,47260.0,37115.0,6150.85,1764.0,4787.0,3293.0,27141.0,1408.98,208.0,901.0,420.77,972.1237931034482,12037.0,17756.29,17148.46,5104.9,6816.0,4734.0,17806.0,1292.67,3305.0,841.6
2019-02-17 16:00:00,922.9479310344828,7296.0,1345.1234567901236,9345.0,5708.0,6343.0,7755.95,52998.0,4311.87,1144.9,25446.0,11239.0,48866.0,37960.0,6964.95,1981.0,5154.0,3379.0,28994.0,1524.47,173.0,984.0,469.57,1084.8686206896552,13301.0,18008.62,18475.06,5081.6,7540.0,5138.0,18747.0,1417.53,3454.0,913.4222222222222
2019-02-17 17:00:00,994.6893103448276,7871.0,1526.4197530864199,10217.0,5866.0,6154.07,8144.89,58691.0,4462.08,1139.9,26424.0,11351.0,55678.0,40141.0,7372.07,2248.0,5398.0,3591.0,33627.0,1520.37,166.0,973.0,506.07,1169.1962068965518,14243.0,18038.96,19269.49,5298.3,7788.0,5478.0,18881.0,1596.01,3600.0,973.8666666666667
2019-02-17 18:00:00,1011.6124137931034,7561.0,1574.6296296296296,10182.0,5653.0,6832.67,8114.26,58258.0,4218.39,1114.7,29662.0,11190.0,60564.0,42621.0,7378.82,2319.0,5401.0,3909.0,34915.0,1482.18,311.0,948.0,514.68,1189.0882758620687,14077.0,17882.13,19339.43,5996.9,7730.0,5535.0,18443.0,1639.03,3582.0,984.0
2019-02-17 19:00:00,1014.2462068965517,7188.0,1571.9135802469136,10026.0,5363.0,6766.12,7968.7,55635.0,3915.0,1069.6,31340.0,10887.0,59215.0,41836.0,7127.51,2315.0,5233.0,3868.0,33963.0,1397.99,447.0,901.0,516.02,1192.1841379310345,13568.0,17689.67,19019.94,6472.8,7379.0,5506.0,17745.0,1579.15,3527.0,978.8444444444444
2019-02-17 20:00:00,986.3751724137932,6800.0,1556.2962962962963,9580.0,5129.0,6541.62,7647.65,53394.0,3707.12,990.0,31276.0,11156.0,57397.0,40103.0,6658.98,2292.0,5010.0,3692.0,32030.0,1268.69,434.0,816.0,501.84,1159.423448275862,12870.0,17389.22,18209.38,6470.8,6900.0,5395.0,17039.0,1466.63,3363.0,959.1111111111112
2019-02-17 21:00:00,924.5203448275863,6928.0,1455.1234567901236,9555.0,4731.0,6320.53,7610.94,53810.0,3457.52,920.2,30067.0,11084.0,58374.0,37634.0,6224.89,2143.0,4770.0,3516.0,29501.0,1162.36,355.0,739.0,470.37,1086.7168965517242,12200.0,16886.4,17498.8,6176.5,6524.0,5382.0,16448.0,1379.47,3236.0,956.8000000000001
2019-02-17 22:00:00,837.6248275862071,6572.0,1277.2222222222222,9558.0,4367.0,6318.71,7307.58,50405.0,3267.06,879.5,27720.0,10725.0,60073.0,34072.0,5561.27,1881.0,4555.0,3243.0,26675.0,1092.2,416.0,683.0,426.16,984.576551724138,11353.0,16269.02,16506.1,5845.1,6228.0,5332.0,15746.0,1262.44,3089.0,947.9111111111112
2019-02-17 23:00:00,739.3293103448276,6362.0,1129.8765432098767,8951.0,4199.0,6393.23,7141.55,48074.0,3123.87,852.7,25400.0,10414.0,57051.0,30662.0,5013.75,1664.0,4316.0,3091.0,24057.0,1061.12,456.0,660.0,376.15,869.0362068965517,10903.0,15756.12,15806.4,5361.7,6121.0,5199.0,15391.0,1210.87,3031.0,924.2666666666667
2019-02-18 00:00:00,659.6472413793105,6189.0,1047.7160493827162,8570.0,4118.0,6701.77,7224.93,46503.0,2964.59,842.5,23744.0,10276.0,56149.0,28550.0,4926.02,1543.0,4231.0,2946.0,22566.0,1045.69,418.0,652.0,335.61,775.374827586207,10651.0,15347.9,15428.34,4916.9,6002.0,4818.0,15079.0,1195.08,2950.0,856.5333333333334
2019-02-18 01:00:00,613.7131034482759,6162.0,1003.5802469135803,8444.0,4090.0,6736.77,7091.89,46444.0,2968.67,842.3,22782.0,10211.0,55098.0,28715.0,4803.53,1478.0,4092.0,2786.0,22118.0,1045.13,351.0,647.0,312.24,721.3820689655172,10559.0,15228.72,15221.48,4629.2,5973.0,4473.0,15104.0,1182.99,2946.0,795.2
2019-02-18 02:00:00,593.9596551724138,6060.0,1002.9012345679013,8214.0,4143.0,6975.87,7053.39,46951.0,3005.32,852.3,22390.0,10388.0,53028.0,27170.0,4737.2,1477.0,4052.0,2736.0,21824.0,1060.35,346.0,657.0,302.19,698.1631034482758,10585.0,15341.48,15279.4,4513.3,6083.0,4271.0,15165.0,1199.4,2971.0,759.2888888888889
2019-02-18 03:00:00,587.4144827586208,6267.0,1028.0246913580247,8531.0,4336.0,6978.04,7249.79,49076.0,3101.25,899.5,22375.0,10743.0,52904.0,25640.0,4865.96,1514.0,4206.0,2631.0,22350.0,1131.96,291.0,707.0,298.86,690.4696551724138,10720.0,15507.74,15699.49,4468.6,6362.0,4227.0,15455.0,1235.01,3059.0,751.4666666666667
2019-02-18 04:00:00,622.8134482758621,7084.0,1144.1358024691358,9112.0,4896.0,6858.92,7843.33,53501.0,3355.34,1042.2,23274.0,11624.0,56192.0,25148.0,5463.83,1685.0,4655.0,2624.0,24988.0,1354.51,240.0,836.0,316.87,732.0789655172414,11347.0,16012.27,16840.16,4448.5,7068.0,4396.0,16234.0,1361.04,3290.0,781.5111111111112
2019-02-18 05:00:00,726.1013793103449,8335.0,1412.3456790123457,10405.0,5447.0,6867.59,9047.72,63118.0,4008.47,1167.5,26458.0,12015.0,62033.0,26111.0,6334.77,2080.0,5495.0,2683.0,31718.0,1540.31,270.0,974.0,369.42,853.4875862068966,12991.0,17170.55,19600.45,4579.3,7967.0,4817.0,18244.0,1708.81,3781.0,856.3555555555556
2019-02-18 06:00:00,850.5186206896553,9268.0,1592.962962962963,11428.0,5752.0,7158.59,9461.95,68432.0,4615.37,1256.6,31286.0,11992.0,67183.0,30376.0,6833.32,2346.0,5763.0,2973.0,37683.0,1686.09,329.0,1077.0,432.72,999.7324137931035,15021.0,18295.99,21712.31,4972.1,8492.0,5283.0,19599.0,1908.68,4002.0,939.2
2019-02-18 07:00:00,903.6268965517243,9451.0,1681.2345679012346,11466.0,5709.0,7791.24,9552.47,70007.0,4834.29,1278.6,33924.0,12006.0,69071.0,37102.0,7191.73,2476.0,5729.0,3426.0,42304.0,1745.09,437.0,1126.0,459.74,1062.1579310344828,16058.0,18765.55,22894.29,5571.6,8580.0,5603.0,19855.0,1892.82,4088.0,996.088888888889
2019-02-18 08:00:00,908.8748275862071,9347.0,1678.5185185185185,11691.0,5409.0,8136.97,9583.17,69668.0,4788.75,1255.0,35181.0,12016.0,69114.0,40306.0,7210.12,2472.0,5638.0,3756.0,43201.0,1750.75,493.0,1109.0,462.41,1068.326551724138,15836.0,18761.14,23161.64,6483.7,8393.0,5622.0,20080.0,1810.16,4093.0,999.4666666666667
2019-02-18 09:00:00,892.7968965517242,9269.0,1618.7654320987656,11612.0,5203.0,8020.89,9361.02,69651.0,4805.81,1226.2,35402.0,12029.0,67815.0,41223.0,7112.26,2384.0,5557.0,3920.0,42282.0,1736.98,527.0,1081.0,454.23,1049.4279310344828,14926.0,18790.59,22854.19,6992.0,8180.0,5529.0,20196.0,1743.82,3952.0,982.9333333333334
2019-02-18 10:00:00,862.9210344827586,9167.0,1608.5802469135804,11425.0,4949.0,7969.1,9177.63,69680.0,4726.96,1191.7,35452.0,11866.0,66874.0,42026.0,7001.81,2369.0,5530.0,3944.0,41671.0,1700.76,525.0,1047.0,439.03,1014.3106896551724,14295.0,18597.83,22891.69,7197.7,8006.0,5401.0,20209.0,1743.32,3986.0,960.1777777777778
2019-02-18 11:00:00,830.5293103448276,8849.0,1571.2345679012346,11046.0,4920.0,7998.7,9307.59,67896.0,4613.31,1194.0,35150.0,11747.0,66238.0,46364.0,6900.94,2314.0,5524.0,3959.0,39219.0,1722.96,493.0,1052.0,422.55,976.2362068965517,13812.0,18299.03,22938.95,7359.9,7961.0,5312.0,19593.0,1703.32,3966.0,944.3555555555556
2019-02-18 12:00:00,804.6631034482759,8755.0,1521.6666666666667,10921.0,4754.0,7558.48,9192.26,66695.0,4591.22,1174.0,34881.0,11687.0,64400.0,46926.0,6674.08,2241.0,5466.0,3982.0,38898.0,1694.85,458.0,1046.0,409.39,945.8320689655172,13778.0,18178.66,22877.83,7256.8,7785.0,5176.0,19323.0,1675.51,3926.0,920.1777777777778
2019-02-18 13:00:00,791.6710344827586,8710.0,1474.8148148148148,10802.0,4739.0,7538.6,9021.5,65879.0,4498.17,1173.7,33736.0,11672.0,62263.0,46598.0,6668.04,2172.0,5462.0,3954.0,40263.0,1672.36,422.0,1046.0,402.78,930.5606896551724,13857.0,18421.45,22384.6,7208.0,7664.0,4986.0,19387.0,1630.23,3873.0,886.4
2019-02-18 14:00:00,784.9293103448277,8707.0,1440.1851851851852,10817.0,4766.0,7304.99,8947.79,65534.0,4403.88,1152.5,33066.0,11607.0,59936.0,45574.0,6527.38,2121.0,5549.0,3913.0,41160.0,1626.43,404.0,1030.0,399.35,922.6362068965518,14025.6,18356.93,22184.39,7337.1,7689.0,4988.0,19163.0,1600.37,3815.0,886.7555555555556
2019-02-18 15:00:00,805.233103448276,8782.0,1449.6913580246915,10902.0,4982.0,7238.76,8815.26,64793.0,4402.13,1178.3,32639.0,11914.0,58818.0,43926.0,6505.14,2135.0,5595.0,3880.0,41984.0,1624.27,337.0,1035.0,409.68,946.5020689655172,14194.2,18484.43,22102.78,7206.3,7939.0,5105.0,19450.0,1643.67,3866.0,907.5555555555555
2019-02-18 16:00:00,903.5875862068967,9291.0,1597.7160493827162,11167.0,5657.0,7269.81,9084.08,67130.0,4859.9,1211.3,32415.0,11989.0,59532.0,45065.0,7313.47,2353.0,5881.0,3967.0,42329.0,1702.77,294.0,1088.0,459.72,1062.111724137931,14362.8,18755.55,23221.39,7158.3,8603.0,5581.0,20128.0,1743.86,3979.0,992.1777777777778
2019-02-18 17:00:00,972.6951724137932,9675.0,1755.2469135802469,11851.0,5859.0,7394.65,9270.42,70907.0,4917.27,1183.4,32752.0,11966.0,65270.0,47734.0,7834.5,2585.0,6049.0,4133.0,44855.0,1672.99,366.0,1061.0,494.88,1143.343448275862,17242.0,18797.64,23728.81,6998.0,8718.0,5897.0,19986.0,1884.96,4042.0,1048.3555555555556
2019-02-18 18:00:00,976.9996551724139,9172.0,1781.0493827160494,11651.0,5668.0,7863.54,9243.07,69828.0,4616.44,1146.2,35324.0,11744.0,68622.0,48809.0,7828.93,2623.0,5990.0,4446.0,44470.0,1615.58,487.0,1017.0,497.07,1148.4031034482757,14700.0,18621.75,23632.16,7401.3,8555.0,5892.0,19623.0,1895.46,4017.0,1047.4666666666667
2019-02-18 19:00:00,965.9337931034484,8568.0,1736.9135802469136,10992.0,5396.0,7668.23,8999.88,66289.0,4288.92,1091.3,36081.0,11267.0,65312.0,46896.0,7429.1,2558.0,5760.0,4377.0,42066.0,1518.08,579.0,944.0,491.44,1135.3958620689655,14158.0,18258.44,22856.43,7821.1,8089.0,5779.0,18944.0,1811.69,3916.0,1027.3777777777777
2019-02-18 20:00:00,925.1100000000001,7992.0,1694.8148148148148,10503.0,5220.0,7229.37,8527.15,62878.0,4041.87,984.6,35228.0,11216.0,62134.0,44280.0,6764.21,2496.0,5566.0,4081.0,38753.0,1374.95,545.0,855.0,470.67,1087.41,13259.0,17596.84,21395.6,7665.3,7459.0,5581.0,17882.0,1668.69,3668.0,992.1777777777778
2019-02-18 21:00:00,867.1075862068967,7752.0,1545.432098765432,10415.0,4833.0,6857.44,8061.63,59617.0,3729.94,893.5,32403.0,11030.0,62552.0,40899.0,6303.84,2276.0,5310.0,3795.0,34692.0,1247.76,483.0,773.0,441.16,1019.2317241379311,12244.0,17011.84,19938.64,7279.6,6977.0,5621.0,16744.0,1560.55,3464.0,999.2888888888889
2019-02-18 22:00:00,887.9224137931035,7231.0,1361.4197530864199,10134.0,4436.0,6838.68,7676.91,54789.0,3440.97,840.4,29190.0,10535.0,63534.0,36434.0,5627.2,2005.0,5089.0,3483.0,31202.0,1156.29,517.0,707.0,451.75,1043.6982758620688,11419.0,16377.63,18557.85,6815.6,6667.0,5422.0,15747.0,1456.26,3321.0,963.9111111111112
2019-02-18 23:00:00,802.4420689655173,6921.0,1209.320987654321,9611.0,4229.0,6581.82,7422.68,51705.0,3269.24,822.5,27283.0,10223.0,61461.0,31727.0,5154.46,1781.0,4771.0,3259.0,28274.0,1119.24,573.0,678.0,408.26,943.2213793103448,10849.0,15836.23,17635.51,6116.0,6524.0,5262.0,14988.0,1337.04,3206.0,935.4666666666667
2019-02-19 00:00:00,749.3141379310346,6672.0,1114.2592592592594,9242.0,4115.0,6836.31,7430.76,50636.0,3171.0,808.8,25469.0,9913.4,59204.0,31388.0,5112.74,1641.0,4588.0,3021.0,26536.0,1093.87,588.0,661.0,381.23,880.7727586206897,10512.0,15571.42,17226.25,5524.6,6432.0,4872.0,14895.0,1323.03,3128.0,866.1333333333333
2019-02-19 01:00:00,656.4237931034484,6594.0,1075.5555555555557,8836.0,4058.0,6835.44,7323.9,50020.0,3112.82,804.0,24414.0,9882.3,57966.0,29988.0,4965.55,1584.0,4424.0,2839.0,25614.0,1091.07,543.0,652.0,333.97,771.5858620689655,10338.0,15269.42,16898.38,5164.1,6368.0,4522.0,15017.0,1290.08,3150.0,803.9111111111112
2019-02-19 02:00:00,664.1089655172415,6457.0,1069.4444444444446,8703.0,4145.0,6878.06,7276.51,50780.0,3166.25,812.0,23973.0,9895.9,55589.0,28802.0,4871.12,1575.0,4337.0,2717.0,25356.0,1101.29,527.0,662.0,337.88,780.6193103448276,10327.0,15230.58,16903.1,4964.7,6481.0,4326.0,15158.0,1303.19,3142.0,769.0666666666667
2019-02-19 03:00:00,624.2286206896551,6579.0,1087.0987654320988,8753.0,4330.0,7003.52,7484.54,51716.0,3235.74,840.0,24064.0,10185.0,55072.0,28190.0,4962.48,1601.0,4451.0,2668.0,25757.0,1168.47,566.0,711.0,317.59,733.7424137931034,10412.0,15330.61,17228.76,4877.7,6651.0,4260.0,15465.0,1325.21,3223.0,757.3333333333334
2019-02-19 04:00:00,685.5724137931036,7180.0,1190.9876543209878,9327.0,4837.0,7008.54,8065.6,55578.0,3488.07,973.2,24823.0,10981.0,57896.0,28489.0,5521.64,1754.0,4822.0,2664.0,27966.0,1371.5,559.0,835.0,348.8,805.8482758620689,10876.0,15816.35,18126.26,4861.1,7256.0,4442.0,16331.0,1445.06,3411.0,789.6888888888889
2019-02-19 05:00:00,730.5827586206897,8268.0,1432.0370370370372,10501.0,5343.0,6913.24,9184.63,64629.0,4089.49,1117.0,27654.0,11263.0,63325.0,31320.0,6369.96,2109.0,5555.0,2718.0,33740.0,1532.69,550.0,972.0,371.7,858.755172413793,12243.0,17301.1,20558.9,4960.6,8005.0,4858.0,18042.0,1785.83,3833.0,863.6444444444445
2019-02-19 06:00:00,850.2827586206897,9193.0,1592.962962962963,11419.0,5640.0,7365.57,9536.72,70432.0,4709.2,1221.7,32136.0,11214.0,68519.0,37226.0,6809.65,2346.0,5797.0,2967.0,39430.0,1684.04,556.0,1070.0,432.6,999.4551724137931,14084.0,18449.52,22181.23,5294.0,8394.0,5317.0,19227.0,1949.8,4041.0,945.2444444444445
2019-02-19 07:00:00,890.3596551724139,9376.0,1673.0864197530864,11586.0,5625.0,7968.7,9644.54,72873.0,4882.84,1225.1,34284.0,11265.0,70573.0,41940.0,7124.32,2464.0,5734.0,3446.0,43564.0,1730.07,618.0,1121.0,452.99,1046.5631034482758,14882.0,18526.6,23126.18,5922.7,8488.0,5539.0,19461.0,1904.55,4088.0,984.7111111111111
2019-02-19 08:00:00,887.961724137931,9307.0,1667.6543209876543,11581.0,5320.0,8193.11,9623.37,72555.0,4874.0,1221.7,35434.0,11241.0,71182.0,45030.0,7160.66,2456.0,5638.0,3768.0,44193.0,1723.43,654.0,1121.0,451.77,1043.7444827586207,14840.0,18497.26,23233.79,6791.0,8341.0,5555.0,19486.0,1833.89,4085.0,987.5555555555555
2019-02-19 09:00:00,864.1003448275862,9184.0,1618.0864197530864,11448.0,5096.0,8113.56,9351.05,72154.0,4946.15,1211.2,35550.0,11209.0,70628.0,45420.0,7038.4,2383.0,5571.0,3946.0,43601.0,1691.24,632.0,1105.0,439.63,1015.6968965517241,14482.0,18182.47,22781.81,7132.3,8118.0,5415.0,19247.0,1757.47,3962.0,962.6666666666667
2019-02-19 10:00:00,835.2465517241379,9087.0,1618.0864197530864,11297.0,4879.0,8016.8,9207.54,72457.0,4914.54,1189.0,35361.0,11307.0,70200.0,46175.0,6979.83,2383.0,5531.0,4022.0,42965.0,1648.85,673.0,1063.0,424.95,981.7810344827586,14204.0,17934.16,22746.0,7116.7,7983.0,5244.0,19136.0,1727.18,3983.0,932.2666666666667
2019-02-19 11:00:00,808.7710344827588,8744.0,1591.604938271605,10997.0,4809.0,7951.92,9315.09,72005.0,4779.02,1210.0,34863.0,11161.0,69444.0,46064.0,6869.04,2344.0,5489.0,4065.0,40260.0,1655.88,624.0,1071.0,411.48,950.6606896551724,13926.0,17887.52,22652.75,7148.9,7983.0,5145.0,19216.0,1712.98,3954.0,914.6666666666667
2019-02-19 12:00:00,786.3444827586208,8690.0,1540.679012345679,11090.0,4779.0,7486.44,9234.58,70827.0,4648.01,1203.0,34567.0,11189.0,67275.0,46038.0,6638.34,2269.0,5425.0,4148.0,39810.0,1632.18,620.0,1059.0,400.07,924.2996551724137,13958.0,17989.3,22671.13,6899.3,7836.0,5034.0,19210.0,1653.13,3897.0,894.9333333333334
2019-02-19 13:00:00,775.9665517241381,8615.0,1488.3950617283951,10999.0,4719.0,7450.31,9098.77,69606.0,4691.4,1200.5,33422.0,11199.0,64936.0,45766.0,6668.37,2192.0,5424.0,4159.0,41086.0,1622.84,586.0,1052.0,394.79,912.1010344827587,13979.0,18028.77,22434.54,6724.8,7658.0,4892.0,19281.0,1625.51,3832.0,869.6888888888889
2019-02-19 14:00:00,779.1703448275863,8590.0,1457.1604938271605,11002.0,4737.0,7300.3,9114.87,69026.0,4600.05,1181.9,32732.0,11185.0,62589.0,45690.0,6501.56,2146.0,5497.0,4132.0,41584.0,1604.0,574.0,1039.0,396.42,915.8668965517242,14132.0,17987.74,22189.89,6765.9,7651.0,4809.0,19332.0,1631.09,3792.0,854.9333333333334
2019-02-19 15:00:00,804.1324137931035,8692.0,1466.6666666666667,11159.0,4931.0,7294.97,9111.94,68776.0,4618.36,1209.8,32196.0,11482.0,61053.0,46060.0,6493.12,2160.0,5552.0,4152.0,42744.0,1622.97,545.0,1040.0,409.12,945.208275862069,14733.0,18176.81,22248.8,6577.9,7939.0,4999.0,19248.0,1670.99,3836.0,888.7111111111111
2019-02-19 16:00:00,899.9513793103449,9147.0,1596.358024691358,11428.0,5555.0,7205.14,9348.95,70820.0,5007.21,1220.2,31997.0,11655.0,61508.0,47074.0,7316.95,2351.0,5824.0,4268.0,43198.0,1716.58,516.0,1081.0,457.87,1057.8375862068965,15240.0,18514.55,23379.71,6511.4,8613.0,5493.0,20161.0,1754.04,3980.0,976.5333333333334
2019-02-19 17:00:00,968.2137931034484,9446.0,1747.7777777777778,12091.0,5792.0,7373.32,9318.55,74026.0,5062.06,1192.5,32329.0,11671.0,66947.0,49512.0,7832.65,2574.0,6015.0,4457.0,45855.0,1679.06,553.0,1045.0,492.6,1138.0758620689655,15359.0,18628.57,23633.79,6471.4,8774.0,5788.0,19766.0,1871.9,4059.0,1028.9777777777779
2019-02-19 18:00:00,968.823103448276,8993.0,1776.9753086419753,11956.0,5629.0,7906.64,9274.49,72557.0,4729.63,1153.4,35139.0,11417.0,70994.0,50520.0,7798.77,2617.0,5966.0,4644.0,45087.0,1610.17,678.0,1004.0,492.91,1138.7920689655173,15045.0,18387.35,23567.01,7055.3,8586.0,5783.0,19202.0,1876.22,3992.0,1028.088888888889
2019-02-19 19:00:00,955.3593103448277,8383.0,1733.5185185185185,11316.0,5368.0,7734.3,9013.27,68383.0,4455.17,1077.7,36201.0,10906.0,67677.0,49498.0,7426.17,2553.0,5724.0,4508.0,42671.0,1505.28,707.0,934.0,486.06,1122.9662068965517,14317.0,18301.13,22929.36,7635.5,8185.0,5715.0,18725.0,1792.09,3864.0,1016.0
2019-02-19 20:00:00,924.5596551724138,7747.0,1691.4197530864199,10775.0,5148.0,7325.29,8481.13,64830.0,4131.52,980.7,35246.0,10930.0,64366.0,46354.0,6766.93,2491.0,5512.0,4248.0,39542.0,1363.18,595.0,841.0,470.39,1086.7631034482758,13457.0,17890.27,21485.28,7601.9,7527.0,5515.0,17681.0,1644.91,3618.0,980.4444444444445
2019-02-19 21:00:00,878.1931034482759,7459.0,1548.1481481481483,10713.0,4770.0,6908.83,8049.57,61634.0,3886.35,878.4,32462.0,10683.0,65031.0,42256.0,6297.77,2280.0,5258.0,3978.0,35355.0,1230.82,481.0,759.0,446.8,1032.2620689655173,12412.0,17372.18,19984.58,7275.2,7053.0,5442.0,16943.0,1520.26,3420.0,967.4666666666667
2019-02-19 22:00:00,868.1886206896552,6964.0,1375.679012345679,10428.0,4353.0,6789.36,7672.75,57632.0,3609.31,819.7,29224.0,10251.0,66126.0,36374.0,5599.38,2026.0,5026.0,3642.0,31543.0,1152.62,521.0,695.0,441.71,1020.5024137931034,11548.0,16741.05,18678.71,6820.5,6729.0,5345.0,16051.0,1410.44,3302.0,950.2222222222223
2019-02-19 23:00:00,802.6189655172415,6646.0,1213.3950617283951,9846.0,4114.0,6470.58,7397.42,54076.0,3396.18,790.9,27349.0,9928.6,63384.0,33587.0,5066.42,1787.0,4745.0,3402.0,28368.0,1108.63,502.0,664.0,408.35,943.4293103448276,10919.0,16192.45,17738.0,6156.4,6550.0,5139.0,15778.0,1332.63,3186.0,913.6
2019-02-20 00:00:00,744.9506896551725,6446.0,1129.8765432098767,9408.0,4040.0,6517.19,7414.41,52409.0,3296.51,780.1,25502.0,9751.4,61503.0,32550.0,4979.01,1664.0,4563.0,3182.0,26693.0,1087.27,448.0,648.0,379.01,875.6437931034483,10527.0,15830.65,17214.56,5548.6,6435.0,4740.0,15709.0,1263.77,3089.0,842.6666666666667
2019-02-20 01:00:00,659.49,6338.0,1077.5925925925926,9169.0,4002.0,6435.61,7240.86,51085.0,3304.87,777.0,24342.0,9718.9,60300.0,31406.0,4872.78,1587.0,4389.0,2982.0,25800.0,1078.45,468.0,645.0,335.53,775.1899999999999,10335.0,15798.59,16940.03,5197.9,6428.0,4423.0,15758.0,1258.77,3065.0,786.3111111111111
2019-02-20 02:00:00,674.9193103448276,6222.0,1074.1975308641975,9012.0,4048.0,6456.55,7173.29,51582.0,3292.3,779.5,23876.0,9806.9,58147.0,29368.0,4839.72,1582.0,4303.0,2826.0,25447.0,1097.92,505.0,658.0,343.38,793.3262068965518,10330.0,15895.71,16982.61,4994.8,6494.0,4208.0,15886.0,1265.67,3081.0,748.088888888889
2019-02-20 03:00:00,627.1768965517241,6420.0,1100.679012345679,9200.0,4251.0,6518.36,7393.84,52815.0,3368.17,821.6,23798.0,10231.0,57754.0,27766.0,4945.56,1621.0,4418.0,2747.0,25977.0,1162.87,508.0,704.0,319.09,737.2079310344827,10445.0,16059.44,17314.05,4907.6,6725.0,4178.0,16235.0,1292.29,3163.0,742.7555555555556
2019-02-20 04:00:00,678.7127586206897,7080.0,1199.1358024691358,9663.0,4772.0,6508.23,7934.23,56200.0,3534.03,958.7,24491.0,10973.0,60428.0,27316.0,5483.13,1766.0,4803.0,2727.0,28102.0,1366.19,524.0,822.0,345.31,797.7851724137931,10884.0,16650.64,18111.5,4869.6,7288.0,4355.0,17227.0,1406.97,3344.0,774.2222222222223
