,0
FR67-225,FR67-225
FR68-225,FR68-225
FR69-225,way/24913871-225
FR7-225,FR7-225
FR70-225,FR70-225
FR71-225,FR71-225
FR72-225,FR72-225
FR73-225,FR73-225
FR74-225,FR74-225
FR75-225,FR75-225
FR76-225,FR76-225
FR77-400,FR77-400
FR78-400,FR78-400
FR79-225,FR79-225
FR8-225,way/169393427-225
FR80-400,way/118387083-400
FR81-225,FR81-225
FR82-225,FR82-225
FR83-225,FR83-225
FR84-400,FR84-400
FR85-225,FR85-225
FR86-225,FR86-225
FR87-225,FR87-225
FR88-225,FR88-225
FR89-225,FR89-225
FR9-225,FR9-225
FR90-225,FR90-225
FR91-225,FR91-225
FR92-225,FR92-225
FR93-225,FR93-225
FR94-225,FR94-225
FR95-400,FR95-400
FR96-400,FR96-400
FR97-225,FR97-225
FR98-225,FR98-225
FR99-225,FR99-225
GB1-220,way/166703766-400
GB10-275,GB10-275
GB11-275,way/27163121-400
GB12-275,way/27163121-400
GB13-400,GB13-400
GB14-400,GB14-400
GB15-275,GB15-275
GB16-400,GB16-400
GB17-275,GB17-275
GB18-400,way/94004582-400
GB19-220,way/94004582-400
GB2-220,way/166703766-400
GB20-400,GB20-400
GB21-220,way/701436399-400
GB22-400,GB22-400
GB23-275,way/90547674-400
GB24-220,way/701436399-400
GB25-400,GB25-400
GB26-275,GB26-275
GB27-400,GB27-400
GB28-275,GB28-275
GB29-275,GB29-275
GB3-220,way/166703766-400
GB30-400,GB30-400
GB31-400,GB31-400
GB32-400,GB32-400
GB33-400,GB33-400
GB34-400,GB34-400
GB35-400,GB32-400
GB36-400,GB36-400
GB37-275,GB37-275
GB38-220,way/190511290-400
GB39-400,GB39-400
GB4-220,way/1190395478-400
GB40-275,GB40-275
GB41-275,GB41-275
GB42-275,GB42-275
GB43-400,way/23164256-400
GB44-275,GB44-275
GB46-220,way/635829123-400
GB47-400,GB47-400
GB48-400,GB48-400
GB49-400,GB48-400
GB5-220,way/166703766-400
GB50-400,GB50-400
GB51-400,GB51-400
GB52-400,GB52-400
GB53-400,GB53-400
GB54-400,GB54-400
GB55-275,GB55-275
GB56-400,GB56-400
GB57-400,GB57-400
GB58-275,GB58-275
GB59-275,GB59-275
GB6-220,way/166703766-400
GB60-275,GB60-275
GB61-275,GB61-275
GB62-220,way/25422135-400
GB63-400,GB63-400
GB64-220,way/25422135-400
GB65-400,GB65-400
GB66-275,GB66-275
GB68-275,GB68-275
GB69-400,GB69-400
GB7-275,GB7-275
GB71-275,GB71-275
GB72-400,GB72-400
GB73-400,GB73-400
GB74-400,way/1275300370-400
GB75-400,way/143783006-400
GB76-275,way/23299362-400
GB78-400,GB78-400
GB79-400,GB79-400
GB8-220,way/111528318-275
GB81-400,GB81-400
GB82-275,way/264102298-400
GB83-400,GB83-400
GB9-275,GB9-275
GR10-400,GR10-400
GR11-400,GR11-400
GR12-400,GR12-400
GR13-400,GR13-400
GR14-400,way/85585500-400
GR15-400,GR15-400
GR16-400,GR16-400
GR3-400,GR6-400
GR4-400,GR6-400
GR5-400,GR6-400
GR6-400,GR6-400
GR7-400,way/55099563-400
GR8-400,GR8-400
GR9-400,GR9-400
HR1-220,HR1-220
HR2-220,way/273326173-220
HR3-220,way/273326173-220
HR4-220,way/43337263-400
HU1-400,way/859708761-750
HU10-400,HU10-400
HU11-220,HU11-220
HU12-400,HU12-400
HU13-400,HU13-400
HU14-400,HU14-400
HU2-400,HU2-400
HU3-400,way/155227474-400
HU4-400,HU4-400
HU5-400,HU5-400
HU6-220,way/251991299-220
HU7-220,HU7-220
HU8-400,HU8-400
HU9-400,HU9-400
IE1-220,IE1-220
IE2-220,IE2-220
IE3-220,IE1-220
IE4-220,IE4-220
IE5-220,IE1-220
IE6-220,IE6-220
IE7-220,IE7-220
IE8-220,IE8-220
IT1-220,IT1-220
IT10-220,IT10-220
IT100-220,IT100-220
IT101-220,IT101-220
IT102-380,IT102-380
IT103-220,IT103-220
IT104-220,IT104-220
IT105-220,IT105-220
IT106-220,IT106-220
IT107-220,IT107-220
IT108-220,IT108-220
IT109-220,IT109-220
IT11-220,IT11-220
IT110-220,IT110-220
IT111-220,IT111-220
IT112-220,IT112-220
IT113-220,IT113-220
IT115-220,way/61712456-380
IT116-220,way/61712456-380
IT117-220,IT117-220
IT118-380,IT118-380
IT119-380,IT119-380
IT12-220,IT12-220
IT120-380,IT120-380
IT121-380,IT121-380
IT122-380,IT122-380
IT123-380,IT123-380
IT124-380,IT124-380
IT125-380,IT125-380
IT126-220,way/84696559-380
IT127-380,IT127-380
IT128-220,IT128-220
IT129-220,way/93850768-220
IT13-380,way/72570378-380
IT130-220,IT130-220
IT131-380,IT131-380
IT132-380,IT132-380
IT133-220,IT133-220
IT134-380,IT134-380
IT135-220,IT135-220
IT136-380,way/108020416-380
IT137-220,IT135-220
IT138-380,IT138-380
IT139-380,IT139-380
IT14-220,way/75378894-380
IT140-380,IT140-380
IT141-380,way/1117128898-380
IT142-380,IT142-380
IT143-380,IT143-380
IT15-220,IT15-220
IT16-220,IT16-220
IT17-220,IT11-220
IT18-220,IT18-220
IT19-380,IT19-380
IT2-220,IT2-220
IT20-220,way/75378894-380
IT21-380,IT21-380
IT23-380,IT23-380
IT24-380,IT24-380
IT25-380,IT25-380
IT26-380,IT26-380
IT27-220,IT27-220
IT28-380,IT28-380
IT29-220,IT31-220
IT3-380,IT3-380
IT30-220,IT30-220
IT31-220,IT31-220
IT33-220,IT33-220
IT34-380,IT34-380
IT36-220,IT36-220
IT38-220,IT38-220
IT39-220,IT39-220
IT4-380,IT4-380
IT42-220,IT42-220
IT43-380,IT43-380
IT44-380,IT44-380
IT45-380,IT45-380
IT46-220,IT49-220
IT47-220,IT47-220
IT48-220,IT48-220
IT49-220,IT49-220
IT5-220,IT5-220
IT50-220,IT52-220
IT51-380,IT51-380
IT52-220,IT52-220
IT53-220,IT53-220
IT54-380,IT54-380
IT55-380,IT55-380
IT56-380,IT56-380
IT57-380,IT57-380
IT58-220,IT59-220
IT59-220,IT59-220
IT6-220,IT6-220
IT60-400,IT60-400
IT61-400,IT61-400
IT62-380,IT62-380
IT63-220,IT63-220
IT64-220,IT64-220
IT65-220,IT65-220
IT66-220,IT66-220
IT67-220,way/62326314-380
IT68-220,IT68-220
IT69-220,IT69-220
IT7-220,IT7-220
IT70-220,IT70-220
IT71-220,way/416679117-220
IT72-220,IT72-220
IT73-380,IT73-380
IT74-220,IT74-220
IT75-220,IT75-220
IT76-220,IT76-220
IT77-380,IT77-380
IT78-380,IT78-380
IT79-380,IT79-380
IT8-220,IT8-220
IT80-220,way/105141365-400
IT81-220,way/105153431-380
IT82-220,IT82-220
IT83-220,way/105062415-220
IT84-220,IT84-220
IT85-220,IT85-220
IT86-220,IT86-220
IT87-220,IT87-220
IT88-220,IT88-220
IT89-220,IT89-220
IT9-220,IT9-220
IT90-220,way/139442467-380
IT91-220,IT91-220
IT92-380,IT92-380
IT93-380,IT93-380
IT94-380,IT94-380
IT95-220,IT95-220
IT96-220,IT96-220
IT97-220,IT97-220
IT98-220,IT98-220
IT99-220,IT99-220
LT1-330,LT1-330
LT10-330,LT8-330
LT11-330,LT11-330
LT12-330,LT12-330
LT2-330,LT2-330
LT3-330,LT3-330
LT8-330,LT8-330
LT9-330,LT9-330
LU1-220,way/33814365-220
LU2-220,way/387620061-225
LV10-330,LV10-330
LV2-330,relation/6495601-330
LV6-330,LV6-330
LV7-330,LV7-330
LV8-330,LV8-330
LV9-330,LV9-330
ME1-400,ME1-400
ME2-400,ME2-400
ME4-220,ME4-220
ME5-400,ME5-400
ME6-400,ME6-400
MK1-220,MK1-220
NL1-220,way/942640207-380
NL10-220,way/577158336-380
NL11-380,way/577158336-380
NL12-380,way/577158336-380
NL2-220,way/942640207-380
NL3-220,way/308181656-380
NL4-220,way/308181656-380
NL5-220,way/308181656-380
NL6-220,NL6-220
NL7-220,NL7-220
NL8-380,way/920127890-380
NL9-220,way/577158336-380
NO1-420,NO1-420
NO10-420,NO10-420
NO11-420,NO11-420
NO12-420,NO12-420
NO13-420,NO13-420
NO14-420,NO14-420
NO15-420,NO15-420
NO16-420,NO16-420
NO18-420,NO18-420
NO19-420,NO19-420
NO2-420,NO2-420
NO20-420,NO20-420
NO21-420,NO21-420
NO22-420,NO22-420
NO23-420,NO23-420
NO24-420,NO24-420
NO25-420,NO25-420
NO26-420,NO26-420
NO27-420,NO27-420
NO28-420,NO28-420
NO29-420,NO29-420
NO3-420,NO3-420
NO30-420,NO30-420
NO31-420,NO31-420
NO32-420,NO32-420
NO33-420,NO33-420
NO34-420,NO34-420
NO36-420,NO36-420
NO38-420,NO38-420
NO39-420,NO39-420
NO4-420,NO4-420
NO40-420,NO40-420
NO41-420,NO41-420
NO42-420,NO42-420
NO43-420,NO43-420
NO44-420,NO44-420
NO45-300,way/297388897-300
NO46-300,way/469098816-420
NO47-300,way/469098816-420
NO48-300,way/469098816-420
NO49-300,way/469098816-420
NO5-420,NO5-420
NO51-420,NO51-420
NO52-420,NO52-420
NO53-420,NO53-420
NO54-300,NO54-300
NO55-300,NO55-300
NO56-300,NO56-300
NO57-300,NO57-300
NO58-300,NO58-300
NO59-300,NO59-300
NO6-420,NO6-420
NO60-300,NO60-300
NO61-300,relation/7802012-300
NO62-420,relation/3993780-420
NO63-300,NO63-300
NO64-420,NO64-420
NO65-300,NO65-300
NO66-300,NO66-300
NO67-420,NO67-420
NO68-420,NO68-420
NO69-420,NO69-420
NO7-420,NO7-420
NO70-420,NO70-420
NO71-420,NO71-420
NO72-420,NO72-420
NO73-300,NO73-300
NO74-300,NO74-300
NO75-420,NO75-420
NO76-300,NO76-300
NO77-300,NO77-300
NO78-300,NO78-300
NO79-300,NO79-300
NO8-420,NO8-420
NO80-300,NO80-300
NO81-300,relation/8857363-300
NO82-300,NO82-300
NO83-300,NO83-300
NO84-420,NO84-420
NO85-300,NO85-300
NO86-420,NO86-420
NO87-300,NO87-300
NO88-300,relation/11036958-420
NO89-300,NO89-300
NO9-420,NO9-420
NO90-420,NO90-420
NO91-420,NO91-420
NO92-420,relation/8886202-420
NO93-300,relation/8886202-420
NO94-420,NO94-420
NO95-420,NO95-420
NO96-300,way/830770515-420
NO97-420,NO97-420
NO98-420,NO98-420
NO99-300,NO99-300
PL1-400,way/86494356-400
PL10-400,PL10-400
PL11-400,way/39428977-400
PL13-400,PL13-400
PL14-400,PL14-400
PL15-400,PL15-400
PL16-400,PL16-400
PL17-400,PL17-400
PL18-400,PL18-400
PL19-220,way/72879943-220
PL2-220,way/130644710-400
PL20-220,PL20-220
PL21-220,PL21-220
PL22-220,PL22-220
PL23-400,PL23-400
PL24-220,PL24-220
PL25-400,PL25-400
PL26-400,PL26-400
PL27-400,PL27-400
PL28-400,PL28-400
PL29-400,PL29-400
PL3-220,way/46235456-400
PL30-220,way/158232924-220
PL31-400,PL31-400
PL32-220,PL32-220
PL33-220,PL33-220
PL34-400,PL34-400
PL35-220,PL35-220
PL36-400,PL36-400
PL37-220,way/254235846-400
PL38-400,PL38-400
PL39-220,way/254235846-400
PL4-220,PL4-220
PL40-400,way/111615226-400
PL41-400,PL41-400
PL42-220,PL42-220
PL43-220,PL43-220
PL44-220,PL44-220
PL45-220,PL45-220
PL46-220,PL46-220
PL47-220,PL47-220
PL48-220,PL48-220
PL49-220,way/254235846-400
PL5-220,PL5-220
PL50-220,PL50-220
PL51-400,PL51-400
PL52-400,PL52-400
PL53-220,PL53-220
PL54-400,way/133537926-400
PL55-220,PL55-220
PL56-220,PL56-220
PL57-220,PL57-220
PL58-220,PL58-220
PL59-400,way/139452056-400
PL6-220,way/72879943-220
PL60-220,way/191035265-220
PL61-220,way/254235846-400
PL62-400,PL62-400
PL7-400,PL7-400
PL8-220,PL8-220
PT1-400,way/1037899855-400
PT10-220,PT10-220
PT11-220,PT11-220
PT12-220,PT12-220
PT13-400,PT13-400
PT14-400,PT14-400
PT15-220,PT15-220
PT16-220,PT16-220
PT17-220,PT17-220
PT18-220,way/144432478-220
PT2-400,way/767739005-400
PT21-400,PT21-400
PT22-220,PT22-220
PT23-220,way/144545398-220
PT24-220,PT24-220
PT25-220,way/144432489-220
PT26-400,PT26-400
PT28-220,way/144564903-400
PT29-400,way/131715746-400
PT3-400,PT3-400
PT30-220,PT32-220
PT31-220,PT32-220
PT32-220,PT32-220
PT33-400,way/1041283619-400
PT34-400,PT34-400
PT35-400,way/144601080-400
PT36-400,PT36-400
PT37-400,PT37-400
PT38-220,PT38-220
PT39-220,PT39-220
PT4-220,PT4-220
PT40-220,PT40-220
PT41-220,PT41-220
PT42-220,PT42-220
PT43-220,PT43-220
PT44-400,PT44-400
PT45-400,way/129055610-400
PT46-400,way/144635505-400
PT47-400,PT47-400
PT5-220,PT5-220
PT7-400,PT7-400
PT8-220,PT8-220
PT9-400,PT9-400
RO1-400,RO1-400
RO10-400,RO10-400
RO11-400,RO11-400
RO12-400,RO12-400
RO14-400,RO14-400
RO15-400,RO15-400
RO16-400,RO16-400
RO17-220,RO17-220
RO18-400,RO18-400
RO19-400,RO19-400
RO2-400,way/196557387-400
RO20-400,RO20-400
RO21-220,RO21-220
RO22-220,RO22-220
RO23-220,RO23-220
RO24-400,RO24-400
RO25-400,RO25-400
RO26-220,way/210831971-400
RO27-220,RO27-220
RO28-400,RO28-400
RO29-400,way/196672665-400
RO3-220,RO3-220
RO30-220,RO30-220
RO31-220,way/208263464-400
RO32-400,RO32-400
RO33-220,RO33-220
RO34-220,RO33-220
RO35-220,way/97872423-220
RO36-220,RO36-220
RO37-400,way/199657972-400
RO38-220,RO38-220
RO39-220,way/97872423-220
RO4-220,RO4-220
RO40-400,RO40-400
RO41-400,RO41-400
RO42-220,RO42-220
RO43-400,way/199657990-400
RO44-220,way/228718321-400
RO45-220,way/228718321-400
RO46-220,RO46-220
RO48-220,RO48-220
RO5-220,RO5-220
RO50-400,RO50-400
RO51-220,RO51-220
RO52-220,way/198777633-400
RO53-400,RO53-400
RO54-220,way/23575521-400
RO55-220,way/23575521-400
RO56-220,RO56-220
RO57-220,way/23575521-400
RO58-220,RO53-400
RO6-400,RO6-400
RO62-400,RO62-400
RO63-400,RO62-400
RO7-400,RO7-400
RO8-220,RO8-220
RO9-400,RO9-400
RS1-220,RS1-220
RS10-220,RS10-220
RS12-220,way/317497727-220
RS2-220,RS2-220
RS3-400,RS3-400
RS4-220,RS4-220
RS5-400,RS5-400
RS6-400,RS6-400
RS7-400,RS7-400
RS8-220,way/317497727-220
RS9-220,RS9-220
SE12-220,SE12-220
SE14-220,relation/15657011-400
SE17-220,way/469402329-220
SE18-220,way/375751481-220
SE19-220,way/106607138-220
SE2-220,way/279194469-400
SE20-220,SE20-220
SE21-400,SE21-400
SE22-220,SE22-220
SE23-220,way/209175136-400
SE24-400,SE24-400
SE25-220,way/1022235514-400
SE26-220,way/106607138-220
SE27-220,way/1022235514-400
SE28-400,SE28-400
SE29-220,way/209175136-400
SE30-400,way/5174038-400
SE31-220,way/209175136-400
SE32-220,SE32-220
SE33-220,SE32-220
SE34-220,way/5174038-400
SE35-420,SE35-420
SE36-400,SE36-400
SE37-220,way/38105008-400
SE38-400,SE38-400
SE4-220,way/200772307-400
SE43-400,SE43-400
SE44-400,SE44-400
SE45-400,SE45-400
SE46-400,SE46-400
SE48-400,SE48-400
SE49-400,SE49-400
SE50-400,SE50-400
SE54-400,SE54-400
SE55-400,SE55-400
SE56-400,SE56-400
SE57-220,SE57-220
SE6-220,way/187832596-400
SE7-400,SE7-400
SE8-220,SE8-220
SI1-400,SI1-400
SI2-220,SI2-220
SI3-220,SI3-220
SK1-400,SK1-400
SK10-400,way/51982806-400
SK11-400,SK11-400
SK12-400,SK12-400
SK2-220,SK2-220
SK3-400,SK3-400
SK4-400,SK4-400
SK5-400,SK5-400
SK6-220,SK6-220
SK7-220,SK7-220
SK8-400,SK8-400
SK9-400,SK9-400
XK1-220,XK1-220
XK2-400,XK2-400
relation/10086891-300,relation/10086891-300
relation/10104222-420,way/202200066-420
relation/10153505-400,relation/10153505-400
relation/10175479-300,relation/10175479-300
relation/10220813-420,relation/10220813-420
relation/10295969-400,way/104020696-400
relation/10308957-300,relation/10308957-300
relation/10327289-300,relation/8857363-300
relation/10377509-400,relation/10377509-400
relation/10547156-300,NO89-300
relation/10629005,relation/10629005-400
relation/10629005-400,relation/10629005-400
relation/10695345,relation/10695345-400
relation/10695345-400,relation/10695345-400
relation/10705963-330,relation/10705963-330
relation/10925187-275,relation/10925187-275
relation/11036958-420,relation/11036958-420
relation/11038054-400,relation/11038054-400
relation/11051275-400,relation/11051275-400
relation/11097406-420,relation/11097406-420
relation/11210299-330,relation/6495601-330
relation/11334274-400,relation/11334274-400
relation/11372549-225,way/35206465-225
relation/11512349-300,relation/11512349-300
relation/11543333-400,relation/11543333-400
relation/11568632-420,relation/11568632-420
relation/11964241-400,relation/11964241-400
relation/11971282-400,relation/11971282-400
relation/11980722-330,relation/11980722-330
relation/11981383,relation/8894066-420
relation/12048419-330,relation/12048419-330
relation/12274653-420,relation/12274653-420
relation/12277754-300,relation/12277754-300
relation/12543034-275,relation/12543034-275
relation/12606773-220,relation/12606773-220
relation/12832053,relation/12832053-420
relation/12832053-420,relation/12832053-420
relation/12969006-300,relation/8864887-300
relation/12970096-330,relation/12970096-330
relation/13020240-220,way/76705565-380
relation/13110367-400,relation/13110367-400
relation/13110368-400,relation/13110368-400
relation/13110369-400,relation/13110369-400
relation/13186702-275,relation/13186702-275
relation/13260100-400,relation/13260100-400
relation/13260224-225,relation/13260224-225
relation/13284562-300,way/100648754-300
relation/13447791-420,relation/13447791-420
relation/13530288-330,relation/13530288-330
relation/1377432-220,relation/1377432-220
relation/13844905-380,relation/13844905-380
relation/13889505-400,relation/13889505-400
relation/13989591-300,relation/13989591-300
relation/14921826-400,relation/14921826-400
relation/14939275,relation/14939275-400
relation/14939275-400,relation/14939275-400
relation/15436115-220,FI6-220
relation/15654150-220,relation/15654150-220
relation/15657009-400,relation/15657009-400
relation/15657011-400,relation/15657011-400
relation/15715982-400,relation/15715982-400
relation/15865158-400,relation/15865158-400
relation/15900216-220,SE32-220
relation/15956164-225,relation/15956164-225
relation/1604500-225,relation/1604500-225
relation/16809528-400,relation/16809528-400
relation/17099135-300,way/830770515-420
relation/17148268-400,relation/17148268-400
relation/17294958-400,relation/17294958-400
relation/17294973-400,way/144622215-400
relation/17319555-220,relation/17319555-220
relation/17328947-225,FR41-225
relation/17444204-400,relation/17444204-400
relation/17467354-380,relation/17467354-380
relation/17591073-220,relation/17591073-220
relation/17678185-220,relation/17678185-220
relation/17805735-220,relation/17805735-220
relation/17873353-225,way/119048154-225
relation/18085709-400,relation/18085709-400
relation/18160532-400,relation/18160532-400
relation/2452471-275,way/422486984-400
relation/3340172-220,way/100804921-220
relation/3993780-420,relation/3993780-420
relation/5378910-220,relation/5378910-220
relation/6081310-400,relation/6081310-400
relation/6277789-380,relation/6277789-380
relation/6301099-220,way/42862642-220
relation/6329325-220,way/196544701-220
relation/6495601-330,relation/6495601-330
relation/7107330-220,way/106607138-220
relation/7108546-220,relation/7108546-220
relation/7123679-220,relation/7123679-220
relation/7313829-400,relation/7313829-400
relation/7319976-220,relation/7319976-220
relation/7578992-380,relation/7578992-380
relation/7650368-400,relation/7650368-400
relation/7802012-300,relation/7802012-300
relation/7805329-300,relation/7805329-300
relation/7809753-300,relation/7809753-300
relation/7812776-420,relation/7812776-420
relation/7814748-300,way/469098816-420
relation/7837848-220,way/82793962-220
relation/7839089-420,way/202200066-420
relation/7839720-420,relation/7839720-420
relation/7842286-300,relation/7842286-300
relation/7845549-300,relation/12277754-300
relation/7847764-420,relation/7847764-420
relation/7851611-300,NO66-300
relation/7854485-420,relation/7854485-420
relation/7872518-400,relation/7872518-400
relation/7879831-400,relation/7879831-400
relation/7879876-300,relation/7879876-300
relation/7879879-420,relation/7879879-420
relation/7880111-400,relation/7880111-400
relation/7881280-400,relation/7881280-400
relation/7883264-300,relation/7883264-300
relation/7883882-300,relation/7883882-300
relation/7886014-400,relation/7886014-400
relation/7894457-400,relation/7894457-400
relation/7894483-400,relation/7894483-400
relation/7894974-400,relation/7894974-400
relation/7894975-400,relation/7894975-400
relation/7896785-275,relation/7896785-275
relation/7928148,relation/7928148-420
relation/7928148-420,relation/7928148-420
relation/7933294-380,relation/7933294-380
relation/8034395-330,relation/8034395-330
relation/8087295-275,relation/8087295-275
relation/8182117-420,relation/8182117-420
relation/8193470-300,relation/8894066-420
relation/8196063-300,way/297388897-300
relation/8206955-300,way/290390502-300
relation/8211981-300,way/554551085-300
relation/8239198-300,relation/8239198-300
relation/8293948-420,relation/8293948-420
relation/8294222-420,relation/8294222-420
relation/8332571-300,relation/8332571-300
relation/8473044-420,relation/8473044-420
relation/8476872-300,relation/8476872-300
relation/8481866-300,relation/8481866-300
relation/8482013-300,way/400655824-300
relation/8488332-420,relation/8488332-420
relation/8488753-220,way/279194469-400
relation/8520950-300,relation/8520950-300
relation/8527323-420,relation/8527323-420
relation/8679746-300,way/469098816-420
relation/8721337-300,relation/8721337-300
relation/8834935-300,relation/8834935-300
relation/8836351-300,relation/8836351-300
relation/8837899-300,relation/8837899-300
relation/8840420-220,relation/8840420-220
relation/8846883-300,relation/8846916-300
relation/8846916-300,relation/8846916-300
relation/8847096-300,relation/8847096-300
relation/8850169-300,relation/8857363-300
relation/8857031-300,relation/8857363-300
relation/8857363-300,relation/8857363-300
relation/8860331-420,relation/8860331-420
relation/8864887-300,relation/8864887-300
relation/8886202-420,relation/8886202-420
relation/8890360-300,relation/8890360-300
relation/8890887,relation/8890887-420
relation/8890887-420,relation/8890887-420
relation/8894066-420,relation/8894066-420
relation/8896922-300,relation/8894066-420
relation/9032385-300,relation/9032385-300
relation/9310861-220,relation/9310861-220
relation/9399771-220,relation/9399771-220
relation/9409219-400,relation/9409219-400
relation/9470706-220,relation/9470706-220
relation/9552168-300,relation/7854485-420
relation/9572254-400,relation/9572254-400
relation/9598269-400,relation/9598269-400
way/100009331-400,way/100009331-400
way/100021432-225,way/100021432-225
way/1000743726-400,way/1000743726-400
way/100077745-400,way/100077745-400
way/100087916-400,way/100087916-400
way/1000881525-400,way/1000881525-400
way/100113593-380,way/100253768-380
way/1001478336-220,way/1001478336-220
way/100151486-420,way/100151486-420
way/1001640574-380,way/59531071-380
way/1002151700-220,way/191053032-220
way/100253768-380,way/100253768-380
way/1003262502-220,way/1003262502-220
way/100407576-380,way/100407576-380
way/100500802-400,way/100500802-400
way/100602290-220,way/727225348-380
way/100648754-300,way/100648754-300
way/100654585-400,way/100654585-400
way/100662075-220,way/210568055-380
way/100773252-400,GB69-400
way/100788162-400,way/100788162-400
way/100804905-400,way/100804905-400
way/100804921-220,way/100804921-220
way/100844170-220,way/100844170-220
way/100851012-220,way/100804921-220
way/100872886-400,way/100872886-400
way/100952845-380,way/100952845-380
way/100961766-400,way/100654585-400
way/100962927-400,way/100962927-400
way/100979306-400,way/100979306-400
way/1010338785-225,way/146695955-400
way/101077623-400,way/101077623-400
way/101078312-220,way/101078312-220
way/101086962-225,way/101086962-225
way/101108382-225,way/101108382-225
way/101158766-400,way/101158766-400
way/101207712-225,way/101207712-225
way/101217260-225,way/101217260-225
way/101228343-225,way/101228343-225
way/101258283-220,way/101258283-220
way/101312018-275,way/101312018-275
way/101320612-400,way/101320612-400
way/1013436462-400,way/1013436462-400
way/101346507-220,way/100952845-380
way/101346508-220,way/100952845-380
way/101365758-275,way/101365758-275
way/101494744-225,way/101494744-225
way/101914781-400,way/101914781-400
way/101915790-220,way/101915790-220
way/101953901-400,way/101953901-400
way/101982559-220,way/101982559-220
way/101997887-380,way/101997887-380
way/1020710695-220,way/170511092-400
way/102165724-220,way/102165724-220
way/102185356-220,way/102185356-220
way/102185362-220,way/102185362-220
way/102198808-400,way/102198808-400
way/1022235514-400,way/1022235514-400
way/1022342082-400,way/1022342082-400
way/102287716-380,way/102287716-380
way/1024243178-220,relation/15657011-400
way/1024536785-380,way/1024536785-380
way/102549055-400,way/102549055-400
way/1025505726-400,way/1025505726-400
way/1025530508-400,way/1025530508-400
way/102675884-220,way/102675884-220
way/1027078325-220,way/170140947-220
way/1027086226-220,way/1028926498-400
way/1027086227-220,way/1028926498-400
way/102743264-220,way/102743264-220
way/1028201096-400,way/1028201096-400
way/1028850312-300,way/1028850312-300
way/1028850314-300,way/1028850314-300
way/1028926498-400,way/1028926498-400
way/103007030-220,way/103007030-220
way/103007085-220,IT47-220
way/103041283-220,way/103041283-220
way/103127417-220,way/103127417-220
way/103150854-400,way/103150854-400
way/103158873-400,way/103158873-400
way/1031589976-220,way/196544701-220
way/103190094-220,way/103190094-220
way/1032009185-220,way/75902880-400
way/1032009205-400,relation/17148268-400
way/1032009212-220,way/168357739-400
way/103213478-220,way/103213478-220
way/103264820-220,way/103264820-220
way/103306951-380,way/103306951-380
way/103365741-225,way/103365741-225
way/103381531-380,way/103381531-380
way/103386958,way/103386958-380
way/103386958-380,way/103386958-380
way/103418587-220,way/103418587-220
way/103455240-225,way/103455240-225
way/103511952-400,way/103511952-400
way/103549584-220,way/103549584-220
way/103653565-220,way/103653565-220
way/103653567-225,way/103653567-225
way/103653591-380,way/103653591-380
way/103725268-220,way/103725268-220
way/103725446-220,way/103725268-220
way/1037899855-400,way/1037899855-400
way/103829261-400,way/103829261-400
way/1038373182-220,way/43797051-220
way/103915328-400,way/103915328-400
way/103921705-225,way/103921705-225
way/103960552-225,way/103960552-225
way/103974940-380,way/105153431-380
way/103974946-220,way/103974946-220
way/104008765-225,way/104008765-225
way/104020696-400,way/104020696-400
way/104025895-220,ES65-220
way/104026138-220,way/104026138-220
way/104033901-220,way/155227474-400
way/1040551074-220,way/1040551074-220
way/104114052-220,way/104114052-220
way/1041283619-400,way/1041283619-400
way/1041877812-225,way/1041877812-225
way/1042227719-400,way/170946426-400
way/104239286-220,way/104239286-220
way/104239342-220,way/104239342-220
way/104239352-380,way/98421779-380
way/104240116-225,way/104240116-225
way/1042974725-220,way/1042974725-220
way/104321356-220,way/104321356-220
way/104359058-380,way/104359058-380
way/104370242-400,way/104370242-400
way/104388595-220,way/104388595-220
way/104388599-220,way/104388599-220
way/104481448-225,way/104481448-225
way/104524889-380,way/87772591-380
way/1046982647-225,way/1046982647-225
way/104730022-220,way/104730022-220
way/1047447425-220,way/1047447425-220
way/1049638569-400,GB81-400
way/1049744765-225,way/100500802-400
way/105062415-220,way/105062415-220
way/105065132-380,way/105065132-380
way/105141307-220,way/88361192-220
way/105141350-220,way/105141350-220
way/105141365-400,way/105141365-400
way/105153431-380,way/105153431-380
way/105184051-400,way/105184051-400
way/105197514-225,way/105197514-225
way/1051991398-220,IT88-220
way/105202875-225,way/105202875-225
way/105211326-225,way/105202875-225
way/105259481-400,way/105259481-400
way/105260066-225,way/105202875-225
way/105304263-275,way/96905262-400
way/1054310285-400,way/1054310285-400
way/1054312727-400,way/84526032-400
way/105462289-220,way/105462289-220
way/105515586-400,way/105515586-400
way/105571340-400,way/105571340-400
way/105579046-220,way/683892938-400
way/105630888-400,way/105630888-400
way/1056316394-225,way/1056316394-225
way/105652436-225,way/105652436-225
way/105652455-225,way/105652455-225
way/105690676-400,way/105690676-400
way/105757794-380,way/105757794-380
way/105757795-220,way/105757795-220
way/105783300-400,way/105783300-400
way/105801489-220,way/105801489-220
way/105827045-220,way/105827045-220
way/105840884-400,way/105840884-400
way/105894370-400,way/105894370-400
way/105913465-400,way/105913465-400
way/105913481-225,way/105913481-225
way/106096507-380,way/106096507-380
way/106284701-225,way/106284701-225
way/1062894258-220,BE17-220
way/1063211569-400,way/220704941-400
way/1063258951-400,way/119244495-400
way/106467890-225,way/81228088-400
