,0
way/330729171-400,way/330729171-400
way/330729178-220,way/330729178-220
way/33113310-225,way/33113310-225
way/33169401-380,way/33169401-380
way/33271433-220,way/33271433-220
way/33411203-380,way/33411203-380
way/335012182-220,way/98427407-220
way/335589232-275,way/284874050-400
way/335879573-400,way/28479110-400
way/33631653-220,way/24253250-400
way/336990960-220,way/336990960-220
way/33771314-400,way/33771314-400
way/33814243-220,way/33814243-220
way/33814365-220,way/33814365-220
way/33816726-380,way/33816726-380
way/338324854-225,way/338324854-225
way/338411003-220,way/58928252-400
way/338453112-380,way/338453112-380
way/33846555-400,way/33846555-400
way/338683860-220,way/338683860-220
way/338753171-380,way/57384507-380
way/338760116-380,way/338760116-380
way/338790588-380,way/338790588-380
way/338792752-380,way/338792752-380
way/338795626-380,way/338795626-380
way/33881667-400,way/33881667-400
way/338948868-220,way/57736553-220
way/338969614-220,way/110138220-380
way/339008021-275,way/339008021-275
way/339104227-380,way/339104227-380
way/33917128-400,way/33917128-400
way/339703159-380,way/61712456-380
way/339706878-380,way/339706878-380
way/339706879-380,way/339706879-380
way/339706880-380,way/339706880-380
way/33973725-225,way/33973725-225
way/340101878-220,way/97937366-400
way/340101879-220,way/97937366-400
way/340399370-400,way/340399370-400
way/34157795-380,way/34157795-380
way/34198056-400,way/34198056-400
way/34205588-400,way/34205588-400
way/34349978-225,way/34349978-225
way/34387620-225,way/34387620-225
way/34398164-225,way/34398164-225
way/34398358-225,way/34398358-225
way/344320517-220,CZ4-220
way/34583920-225,way/24913871-225
way/34585227-400,way/34585227-400
way/34623113-400,way/34623113-400
way/346490586-220,way/346490586-220
way/34656007-400,way/34656007-400
way/34682059-330,way/34682059-330
way/34682089-330,way/34682089-330
way/34685113-330,way/34685113-330
way/347643820-220,way/347643820-220
way/347968939-220,way/140375658-380
way/348003562-400,way/348003562-400
way/348358044-400,way/348358044-400
way/348500306-220,way/75378894-380
way/34920699-330,way/34920699-330
way/34935436-330,way/34935436-330
way/34968224-330,way/34968224-330
way/35002638-380,way/35002638-380
way/350044068-225,way/350044068-225
way/350332649-420,way/350332649-420
way/350356755-220,way/350356755-220
way/35070814-220,way/38105008-400
way/35150701-220,way/35150701-220
way/351672823-400,way/351672823-400
way/35176751-380,way/35176751-380
way/351960012-400,FI8-400
way/35206465-225,way/35206465-225
way/35281467-400,way/35281467-400
way/35343343-330,way/35343343-330
way/35366436-220,way/35366436-220
way/353712441-220,way/353712441-220
way/353712449-220,way/353712449-220
way/35450930-330,way/35450930-330
way/35487135-220,way/281815404-220
way/354923815-220,way/354923815-220
way/35538714-225,way/35538714-225
way/355844786-300,way/355844786-300
way/356292116-380,way/356292116-380
way/35680992-220,way/35680992-220
way/357241243-220,way/200772307-400
way/35763480-380,way/35763480-380
way/35818134-220,way/24478889-380
way/35818137-220,way/24478889-380
way/35840165-380,way/35840165-380
way/358915801-420,way/358915801-420
way/35954395-380,DE207-380
way/361261945-220,way/79803767-220
way/36144696-225,FR48-225
way/36183042-380,way/943135226-380
way/362773746-220,way/387620061-225
way/36286080-225,way/36286080-225
way/363469921-380,way/363469921-380
way/36348118-220,CH21-220
way/364748213-220,way/85817084-400
way/364949845-380,way/364949845-380
way/365551344-220,way/365551344-220
way/365556107-220,way/365556107-220
way/367005272-275,way/367005272-275
way/36805588-400,way/36805588-400
way/36873258-380,way/36873258-380
way/36973630-225,way/312728271-400
way/37028932-400,way/37028932-400
way/37029850-225,way/312728271-400
way/37031322-400,way/37031322-400
way/37031469-400,way/37031469-400
way/370531649-220,IT86-220
way/370803224-220,way/370803224-220
way/371757485-400,way/371757485-400
way/37376386-220,way/37376386-220
way/373967500-380,way/373967500-380
way/374150877-225,way/374150877-225
way/37554416-220,way/37554416-220
way/375626500,way/375626500-400
way/375626500-400,way/375626500-400
way/375751481-220,way/375751481-220
way/375892272-220,way/375892272-220
way/375907988-220,way/375907988-220
way/375908008-220,way/53635045-220
way/375922075-220,way/57380344-220
way/375922076-220,way/1317893096-220
way/376351180-220,way/376351180-220
way/376450057-400,GB52-400
way/376502663-220,way/376502663-220
way/376502734-220,way/376502734-220
way/376642649-220,way/376642649-220
way/376952592-220,way/376952592-220
way/376952616-220,way/376952616-220
way/37721677-380,way/37721677-380
way/377444648-220,way/377444648-220
way/377444657-220,way/377444657-220
way/377588184-220,way/377588184-220
way/377588185-220,way/84696559-380
way/377588191-220,way/132701023-220
way/377588196-220,way/84696559-380
way/377631631-220,way/56137765-400
way/37764852-380,way/37764852-380
way/377830944-220,way/377830944-220
way/377832777-220,way/377832777-220
way/378126683-225,way/378126683-225
way/37907251-420,way/37907251-420
way/379937972-220,way/379937972-220
way/38073132-225,way/38073132-225
way/38105008-400,way/38105008-400
way/38325076-380,way/38325076-380
way/384888518-220,way/258916144-220
way/385098015-400,way/385098015-400
way/385118244-400,way/385118244-400
way/385539724-220,way/385539724-220
way/38584673-220,way/38584673-220
way/38661452-380,way/38661452-380
way/38674256-220,way/586348408-220
way/387620061-225,way/387620061-225
way/387673197-220,ES100-220
way/38821658-380,way/38821658-380
way/38830347-225,way/38830347-225
way/388655178-400,way/388655178-400
way/38868243-380,way/38868243-380
way/388832477-220,way/286955409-400
way/39011884-220,DE194-220
way/391140226-400,way/391140226-400
way/391142034-220,way/388655178-400
way/391142388-220,way/391142388-220
way/391145068-220,way/391145068-220
way/391576135-220,way/391576135-220
way/391577741-220,way/391577741-220
way/392068532-380,way/392068532-380
way/392090271-380,way/500788534-380
way/39229429-380,way/26383042-380
way/39255054-380,way/39255054-380
way/392683619-225,way/392683619-225
way/39389229-400,way/39389229-400
way/39407602-225,way/39407602-225
way/39428977-400,way/39428977-400
way/39524931-400,way/39524931-400
way/39575812-225,way/589691209-225
way/395847307-380,way/395847307-380
way/39688875-220,way/39688875-220
way/397641831-225,way/104008765-225
way/397885581-225,way/397885581-225
way/397960460-400,way/397960460-400
way/39827901-220,way/39827901-220
way/398680313-380,way/398680313-380
way/398913918-220,way/196544701-220
way/398913922-220,way/196544701-220
way/399055749-220,way/399055749-220
way/400109175-220,SK2-220
way/400471060-400,way/400471060-400
way/400567451-220,FI1-220
way/40062974-220,way/40062974-220
way/400655824-300,way/400655824-300
way/401299546-220,way/200772307-400
way/401804126-400,ES23-400
way/402053379-220,way/402053379-220
way/402055336-220,way/402055336-220
way/402057119-225,way/69813552-400
way/40266681-225,way/40266681-225
way/402783212-275,way/230134599-275
way/402947133-220,way/402947133-220
way/403150976-220,ES350-220
way/403385451-225,way/403385451-225
way/405909509-225,way/405909509-225
way/40621568-220,way/27149550-380
way/40634284-380,way/40634284-380
way/406691575-225,way/406691575-225
way/40685663-275,way/27163121-400
way/409305507-220,way/409305507-220
way/409439916-380,way/409439916-380
way/40946784-400,way/40946784-400
way/40946790-220,way/40946790-220
way/409768426-220,way/144006711-220
way/41072584-380,DE121-380
way/411026199-380,way/60235685-380
way/411107082-220,way/411107082-220
way/41222142-220,way/24415564-220
way/41232144-380,way/41232144-380
way/412967421-220,way/133601335-380
way/412967424-220,way/412967424-220
way/41334805-380,way/41334805-380
way/41360305-380,way/41360305-380
way/41389594-380,way/41389594-380
way/414169327-380,way/414169327-380
way/41436841-225,way/41436841-225
way/414663585-380,way/107681459-380
way/41591146-225,way/41591146-225
way/416438053-225,way/416438053-225
way/416438054-225,way/416438054-225
way/416679116-220,way/416679116-220
way/416679117-220,way/416679117-220
way/41683954-330,way/172286289-330
way/416989699-380,way/59219335-380
way/41710456-400,way/41710456-400
way/417624897-220,way/196544701-220
way/41829825-400,way/41829825-400
way/41834104-225,way/41834104-225
way/418565263-380,way/418565263-380
way/418565264-380,way/338792752-380
way/418902800-380,way/60888331-380
way/41892273-400,way/41892273-400
way/419408372-220,way/419408372-220
way/419423700-220,way/419423700-220
way/419423704-380,way/419423704-380
way/419423705-380,way/419423705-380
way/41947005-220,way/5174038-400
way/419803318-400,way/419803318-400
way/420403750-220,way/75902880-400
way/42049947-380,DE209-380
way/42050342-380,way/42050342-380
way/420698910-220,way/420698910-220
way/42097854-380,way/42097854-380
way/42128776-400,way/42128776-400
way/421827453-380,way/93315059-380
way/42206116-380,way/42206116-380
way/422486984-400,way/422486984-400
way/42372159-380,way/42372159-380
way/423730651-225,FR191-225
way/42410916-380,way/42410916-380
way/42423415-380,way/42423415-380
way/424678723-225,FR170-225
way/42488850-380,way/42488850-380
way/42507488-380,way/42507488-380
way/425100082-380,way/121199242-380
way/42560068-380,way/42560068-380
way/42681484-380,way/42681484-380
way/42736239-380,way/42736239-380
way/42797575-380,way/42797575-380
way/42799487-380,way/42799487-380
way/42800878-400,way/42800878-400
way/42809973-380,DE85-380
way/42861703-380,way/42861703-380
way/42862642-220,way/42862642-220
way/42872354-220,way/829116805-380
way/42979022-225,way/171051788-225
way/42998577-220,way/42998577-220
way/430780474-300,way/430780474-300
way/431234146-220,way/431234146-220
way/43143343-400,way/43143343-400
way/43163132-380,way/43163132-380
way/432466512-400,way/432466512-400
way/432729521-380,way/146791061-380
way/432871051-220,way/432871051-220
way/432871052-220,way/432871052-220
way/432965765-300,way/432965765-300
way/43303585-400,way/43303585-400
way/43337263-400,way/43337263-400
way/433545528-220,way/280317944-400
way/434500830-225,way/434500830-225
way/43472283-400,way/43472283-400
way/435429368-220,way/435429368-220
way/435433908-220,way/435433908-220
way/435433909-220,way/435433909-220
way/436352445-220,way/76705565-380
way/43688805-380,way/43688805-380
way/437091959-400,way/85845085-400
way/43797051-220,way/43797051-220
way/43842955-400,way/43842955-400
way/43852864-225,way/71933077-400
way/440170580-300,way/432965765-300
way/440538762-225,way/440538762-225
way/440600377-225,way/440600377-225
way/442135966-225,way/118400623-225
way/442199284-380,way/442199284-380
way/442651900-400,way/442651900-400
way/44357629-225,way/44357629-225
way/44389929-220,way/44389929-220
way/443975666-400,FR163-400
way/444069687-400,way/444069687-400
way/44448089-225,way/44448089-225
way/44496892-220,CH31-220
way/445088111-225,way/445088111-225
way/445514503-300,way/445514503-300
way/445989313-220,way/445989313-220
way/44633677-220,way/44633677-220
way/44636668-400,way/44636668-400
way/446406715-400,way/81665271-400
way/44716497-220,way/56137765-400
way/44717036-380,DE17-380
way/447203892-225,way/105652436-225
way/447297184-275,way/1120475588-400
way/447301159-400,way/447301159-400
way/448355914-400,way/448355914-400
way/448722478-400,way/448722478-400
way/448722484-400,way/86342772-400
way/448777455-220,way/448777455-220
way/44883864-400,way/44883864-400
way/449010725-380,way/449010725-380
way/449694943-380,way/449694943-380
way/45087479-275,way/45087479-275
way/451475326-225,way/114018928-400
way/452693264-220,way/205141906-220
way/453378204-220,way/196544701-220
way/454754676-225,way/28706541-225
way/454932860-225,way/454932860-225
way/455120191-220,way/455120191-220
way/455245314-225,way/455245314-225
way/456386244-380,way/456386244-380
way/457010443-220,way/457010443-220
way/457635067-380,BE8-380
way/460847807-220,way/460847807-220
way/46092396-400,way/46092396-400
way/46106589-220,way/46106589-220
way/46172375-220,way/1266081844-400
way/46172440-225,way/46172440-225
way/462198915-220,way/462198915-220
way/46235456-400,way/46235456-400
way/463726606-220,ES174-220
way/464834617-400,way/464834617-400
way/46584363-380,way/46584363-380
way/46615737-380,way/46615737-380
way/46619201-220,way/1266081844-400
way/467599613-225,way/146590045-225
way/467599626-225,way/467599626-225
way/467599657-225,way/146590045-225
way/467775702-400,way/467775702-400
way/467799728-225,way/467799728-225
way/468096792-225,way/468096792-225
way/469037951-220,way/168908158-220
way/469098816-420,way/469098816-420
way/46922274-220,way/56137765-400
way/469360939-220,SE12-220
way/469402329-220,way/469402329-220
way/47001881-380,way/30042006-380
way/470977068-220,way/470977068-220
way/471002829-220,way/471002829-220
way/471002835-220,way/471002829-220
way/471015841-220,way/471015841-220
way/471044150-220,way/471015841-220
way/471397693-220,way/469402329-220
way/4715504-400,way/4715504-400
way/471720387-220,relation/15657011-400
way/471732548-236,way/471732548-236
way/471787127-220,way/33814365-220
way/472164401-400,way/472164401-400
way/472289073-275,way/284874050-400
way/47317827-400,way/47317827-400
way/473670083-225,way/473670083-225
way/47367769-220,way/47367769-220
way/4746208-400,way/4746208-400
way/474926055-225,way/474926055-225
way/475820066-420,way/475820066-420
way/47633664-225,way/47633664-225
way/47660196-225,way/47660196-225
way/476639961-225,way/788298548-400
way/47739331-225,way/47739331-225
way/477949333-380,way/477949333-380
way/47842260-400,way/47842260-400
way/47908906-220,way/47908906-220
way/47911346-400,way/47911346-400
way/4797228-275,way/4746208-400
way/479781321-225,way/479781321-225
way/480525512-225,way/112310487-225
way/48057110-380,way/48057110-380
way/480742730-380,way/480742730-380
way/481999852-225,way/82976238-225
way/482000589-225,way/165966009-225
way/4826893-220,way/42410916-380
way/48304858-220,way/48304858-220
way/48310486-220,way/48310486-220
way/48428875-380,way/48428875-380
way/48467553-220,way/48467553-220
way/484952897-225,way/484952897-225
way/487381592-400,ES360-400
way/48815655-225,way/48815655-225
way/48876730-400,way/292371992-400
way/489118827-225,way/489118827-225
way/490176634-225,way/120464542-225
way/490191058-225,way/490191058-225
way/490359963-400,way/138362793-400
way/490392953-225,way/490392953-225
way/490429908-225,FR198-225
way/49049745-400,way/49049745-400
way/490596608-220,way/279194469-400
way/491424937-400,way/491424937-400
way/491655540-225,way/491655540-225
way/49252090-220,way/49252090-220
way/49258709-220,way/49258709-220
way/493018044-420,way/493018044-420
way/49338373-225,way/270540194-225
way/494951597-400,way/494951597-400
way/494975756-220,way/1022235514-400
way/49499923-400,way/49499923-400
way/495050398-220,way/75902880-400
way/495078839-225,way/495078839-225
way/49510896-400,way/49510896-400
way/495354824-380,way/495354824-380
way/495512689-400,way/495512689-400
way/495512692-400,way/495512692-400
way/495624575-275,way/495624575-275
way/495688586-380,way/495688586-380
way/495688597-380,way/495688597-380
way/495724636-220,way/279194469-400
way/495725229-220,way/279194469-400
way/495727767-220,way/279194469-400
way/49577401-380,way/49577401-380
way/49601061-400,way/93299730-400
way/497510591-225,way/497510591-225
way/497608943-220,way/279194469-400
way/497608968-220,way/279194469-400
way/498816162-400,way/98613134-400
way/498961839-400,way/498961839-400
way/499165542-380,way/499165542-380
way/49922626-400,way/49922626-400
way/500788534,way/500788534-380
way/500788534-380,way/500788534-380
way/50319857-400,way/50319857-400
way/503615215-400,HU12-400
way/504195617-220,way/504195617-220
way/50561341-220,way/147714395-380
way/50589203-220,way/50589203-220
way/506058990-220,ES175-220
way/50643382-220,way/1128250707-380
way/50650855-220,way/50650855-220
way/507064051-220,way/507064051-220
way/50729129-220,way/50729129-220
way/50898216-380,way/50898216-380
way/51149972-220,way/261447466-400
way/51188420-400,way/51188420-400
way/51247251-400,ES196-400
way/51252509-400,way/51252509-400
way/5131796-400,way/5131796-400
way/513869641-220,way/931793946-400
way/514042409-220,way/279194469-400
way/51408420-400,way/51408420-400
way/514597856-225,way/514597856-225
way/514772639-330,way/514772639-330
way/515358077-380,way/515358077-380
way/516651650-220,way/516651650-220
way/516752881-220,way/516752881-220
way/5174038-400,way/5174038-400
way/517421342-380,way/517421342-380
way/51822825-400,way/51822825-400
way/51824074-220,way/127528728-220
way/518455594-380,way/518455594-380
way/51854396-420,way/51854396-420
way/51855380-420,way/51855380-420
way/51940126-220,DE109-220
way/51982806-400,way/51982806-400
way/52456886-400,way/52456886-400
way/52516392-400,way/52516392-400
way/52564762-400,way/52564762-400
way/525964617,way/525964629-380
way/525964629-380,way/525964629-380
way/52738225-380,way/52738225-380
way/527885953-380,way/139975773-380
way/528721624-220,way/1266081844-400
way/529061183-220,way/258916144-220
way/52956134-400,way/52956134-400
way/52983550-380,DE46-380
way/53047196-400,way/53047196-400
way/530490670-225,way/118213015-225
way/533670766-400,way/533670766-400
way/53378027-380,way/53378027-380
way/534238983-400,way/534238983-400
way/536127194-225,way/536127194-225
way/53635045-220,way/53635045-220
way/536905500,way/536905500-400
way/536905500-400,way/536905500-400
way/53727352-225,way/53727352-225
way/537448724-225,FR118-225
way/53944139-225,way/53944139-225
way/5404079-380,way/26245195-380
way/542145772-400,way/144396412-400
way/54359256-380,way/54359256-380
way/544156119-400,way/544156119-400
way/545376170-225,FR118-225
way/545808274-225,way/128106453-225
way/546262597-300,way/546262597-300
way/546951393-225,way/138979502-225
way/547443051-225,way/547443051-225
way/547590959-220,IE7-220
way/547743430-420,way/547743430-420
way/548201553-420,way/548201553-420
way/548473094-420,way/548473094-420
way/548709529-420,way/548709529-420
way/549010403-225,way/549010403-225
way/549449181-300,relation/12277754-300
way/549449182-300,relation/12277754-300
way/549628003-225,way/549628003-225
way/549628132-225,way/549628132-225
way/55069713-380,way/55069713-380
way/55099563-400,way/55099563-400
way/551500880-400,way/299750661-400
way/551596913-400,way/551596913-400
way/551964031-420,way/551964031-420
way/552467306-225,way/552467306-225
way/55275882-400,way/55275882-400
way/55284068-275,way/55284068-275
way/553127674-225,way/553127674-225
way/553490952-400,way/553490952-400
way/553509645-225,way/553509645-225
way/553509651-225,way/553509651-225
way/554551085-300,way/554551085-300
way/55609623-220,way/55609623-220
way/55695765-220,way/111162936-400
way/556969469-400,SK8-400
way/55698557-225,way/55698557-225
way/558437000-225,way/558437000-225
way/559702819-380,way/559702819-380
way/56137765-400,way/56137765-400
way/56379810-220,ES264-220
way/56585982-225,way/56585982-225
way/567187951-275,way/567187951-275
way/568527671,way/166703766-400
way/56984450-220,way/56984450-220
way/56997464-400,way/56997464-400
way/56998024-400,way/56998024-400
way/571067152-225,way/571067152-225
way/572898616-420,way/572898616-420
way/572898618-420,way/572898618-420
way/572898626-420,way/572898626-420
way/57380344-220,way/57380344-220
way/57384507-380,way/57384507-380
way/57403755-220,way/57403755-220
way/576238223-400,way/25422135-400
way/576439241-400,way/576439241-400
way/57675923-400,way/57675923-400
way/577074555,relation/13844905-380
way/577158336-380,way/577158336-380
way/57727004-380,way/57727004-380
way/57736541-220,way/57736541-220
way/57736553-220,way/57736553-220
way/577998803-420,way/577998803-420
way/57888909-400,RO62-400
way/57941014-225,way/57941014-225
way/580568888-400,way/580568888-400
way/580927266-400,way/580927266-400
way/581521534-220,way/129441519-400
way/583372101-225,way/583372101-225
way/58429825-380,way/30164703-380
way/584362062-225,way/584362062-225
way/58440884-380,way/58440884-380
way/58516664-220,way/58516664-220
way/58536441-220,way/24415564-220
way/585985166-225,way/585985166-225
way/586348408-220,way/586348408-220
way/587931418-220,ES340-220
way/58928252-400,way/58928252-400
way/58931857-380,way/58931857-380
way/589691204-225,FR9-225
way/589691205-225,way/129440971-225
way/589691209-225,way/589691209-225
way/589691213-400,way/82967739-400
way/589696021-225,way/23286313-400
way/589696032-225,way/589696032-225
way/589696042-225,way/589696042-225
way/58992998-380,way/58992998-380
way/59026005-380,way/59026005-380
way/59026315-380,way/59026315-380
way/590522266-380,way/590522266-380
way/590596957-225,FR180-225
way/590596961-225,way/590596961-225
way/590596979-225,FR171-225
way/590596987-225,way/128106453-225
way/590767557-400,way/590767557-400
way/590866681-225,FR201-225
way/590866686-225,way/590866686-225
way/591027058-380,way/591027058-380
way/59153311-380,way/59153311-380
way/59219335-380,way/59219335-380
way/593535391-400,way/168357739-400
way/59366523-380,way/59366523-380
way/59462263-380,way/59462263-380
way/59462715-380,way/58992998-380
way/59467541-220,way/59467541-220
way/594973742-220,way/182655738-400
way/595230799-225,way/121499607-225
way/59531071-380,way/59531071-380
way/59556712-380,way/59556712-380
way/59604857-220,way/59604857-220
way/59620552-220,way/42862642-220
way/59629638-220,way/59629638-220
way/59683455-220,way/59683455-220
way/59707532-380,way/59707532-380
way/59736773-275,way/59736773-275
way/597529242-225,way/144099634-225
way/598419179-225,way/432466512-400
way/59925390-380,way/59925390-380
way/60032354-220,way/60032354-220
way/600395952-380,way/600395952-380
way/60063660-400,way/60063660-400
way/601808882-225,way/111558561-225
way/60235685-380,way/60235685-380
way/603139216-220,way/603139216-220
way/60340351-220,way/170156685-220
way/60342307-220,way/60342307-220
way/60351390-400,way/60351390-400
way/60354466-220,way/60354466-220
way/60354472-220,ES90-220
way/603661085-380,way/603661085-380
way/60398296-220,way/60398296-220
way/604408491-225,way/604408491-225
way/60495669-420,way/60495669-420
way/60616350-380,way/60616350-380
way/606842829-380,way/606842829-380
way/60725875-380,way/60725875-380
way/607764533-220,ES259-220
way/60888331-380,way/60888331-380
way/60913666-380,way/60913666-380
way/60919237-380,way/60919237-380
way/61038773-220,way/61038773-220
way/61046626-220,way/85817084-400
way/61108302-220,way/61108302-220
way/61157826-380,way/61157826-380
way/61238361-225,way/105630888-400
way/613473916-220,way/613473916-220
way/613587460-420,way/254428135-420
way/614130490-400,way/614130490-400
way/61463169-220,IT6-220
way/61484190-220,way/61484190-220
way/615122824-420,way/254428135-420
way/616236270-220,XK1-220
way/616241694-220,way/196695540-220
way/61626687-380,way/61626687-380
way/61650514-220,way/61650514-220
way/616985188-225,way/616985188-225
way/61712456-380,way/61712456-380
way/617330634-300,way/617330634-300
way/61918154-380,way/61918154-380
way/620325313-225,way/620325313-225
way/620351437-220,way/620351437-220
way/62061952-380,DE159-380
way/62233233-225,way/62233233-225
way/62279693-225,way/62279693-225
way/62326314-380,way/62326314-380
way/624256368-275,way/624256368-275
way/625776445-225,FR71-225
way/626451207-330,way/626451207-330
way/626451210-330,way/626451210-330
way/626886449-400,way/626886449-400
way/627450679-225,way/627450679-225
way/627450758-225,way/627450758-225
way/63089603-220,way/63089603-220
way/630939126-275,way/630939126-275
way/63114179-380,way/63114179-380
way/631983832-300,way/631983832-300
way/63213632-225,way/63213632-225
way/633840104-420,way/633896066-420
way/633896066-420,way/633896066-420
way/635226843-400,way/635829123-400
way/635713005-220,way/280317944-400
way/635829123-400,way/635829123-400
way/635836276-275,way/33917128-400
way/63641119-225,way/63641119-225
way/636620861-380,way/636620861-380
way/636630368,way/636630368-400
way/636630368-400,way/636630368-400
way/636630371-400,way/636630371-400
way/636875282-300,way/636875282-300
way/637005916-300,way/637005916-300
way/639671352-220,way/239560640-400
way/64040939-225,way/64040939-225
way/640796702-420,way/640796702-420
way/64200868-380,way/72466334-380
way/642490160,way/310502642-400
way/647697389-220,way/170946426-400
way/648002755-400,way/648002755-400
way/648848845-300,way/648848845-300
way/64942789-380,way/64942789-380
way/65034002-400,way/65034002-400
way/651711449-400,way/651711449-400
way/653230504-380,IT127-380
way/65482882-400,way/65482882-400
way/655200302-225,way/231157312-225
way/655200312-225,way/655200312-225
way/655756809-220,way/281014579-220
way/655858864,way/942640207-380
way/656435549-220,way/51982806-400
way/657433661-225,FR73-225
way/658560999-225,way/658560999-225
way/658561191-225,way/658561191-225
way/658600169-400,way/144646702-400
way/659343518-400,way/659343518-400
way/659913208-225,way/659913223-225
way/659913223-225,way/659913223-225
way/66038431-220,way/66038431-220
way/66051759-220,way/66051759-220
way/66161634-400,way/66161634-400
way/663429884-225,way/117893799-400
way/665827369,way/665827369-400
way/665827369-400,way/665827369-400
way/666332422-225,way/666332422-225
way/666332466-225,way/666332466-225
way/666404730-400,way/666404730-400
way/666476490-220,way/666476490-220
way/667109670-225,way/147580963-225
way/66764943-220,way/66764943-220
way/668348943-220,way/668348943-220
way/66872608-220,way/66872608-220
way/671113556-225,way/671113556-225
way/671568771-220,way/620351437-220
way/672738029-220,way/672738029-220
way/672771472-400,way/672771472-400
way/673572808-225,FR49-225
way/67461115-220,way/67461115-220
way/674785007-225,FR186-225
way/675714143-400,way/675714143-400
way/676646876-400,way/676646876-400
way/676775628-275,way/260300448-275
way/677413570-400,way/677413570-400
way/677510482-275,way/143105488-275
way/677513264-220,way/297840585-400
way/677845115-400,way/677845115-400
way/67913038-225,way/29088787-400
way/681264796-400,way/681264796-400
way/681875115-400,GB83-400
way/682366021-225,way/682366021-225
way/682366052-225,way/682366052-225
way/68299044-380,way/68299044-380
way/683227471-380,way/683227471-380
way/683503374-400,way/28099187-400
way/683503381-220,way/149306820-400
way/683693772-400,way/683693772-400
way/683892938-400,way/683892938-400
way/68515955-400,way/68515955-400
way/68532663-220,way/68532663-220
way/68549340-380,way/68549340-380
way/68589514-400,way/68589514-400
way/686646896-400,way/686646896-400
way/68925871-225,way/68925871-225
way/689624522-275,way/820229174-275
way/689626274-400,way/689626274-400
way/690953979-220,way/690953979-220
way/691036111-400,way/1262731213-400
way/692824732-220,way/692824732-220
way/69311230-220,ES81-220
way/693112798-400,way/693112798-400
way/693112799-400,way/28099187-400
way/69332224-225,way/69332224-225
way/693745438-380,way/693745438-380
way/694016335-400,way/694016335-400
way/69412925,way/69412925-400
way/69412925-400,way/69412925-400
way/69424173-400,way/69424173-400
way/694695942-380,way/694695942-380
way/696419403-220,RO4-220
way/69813552-400,way/69813552-400
way/698870101-220,way/24667346-380
way/699048438-220,way/33042984-220
way/69999641-225,way/69999641-225
way/700536313-225,way/80719004-225
way/700846836-380,way/942640207-380
way/701397734-400,way/701397734-400
way/701436399-400,way/701436399-400
way/702532047-220,ES27-220
way/704181863-225,way/138610604-225
way/70452467-225,way/70452467-225
way/70497801-220,way/30076588-220
way/710981639-220,way/710981639-220
way/71118225-400,way/71118225-400
way/71125063-225,way/71933077-400
way/71212865-220,way/71212865-220
way/71356608-300,way/71356608-300
way/714018181-220,IE1-220
way/714098678-380,way/442199284-380
way/71500123-380,way/71500123-380
way/715176993-225,way/715176993-225
way/715177063-225,way/715177063-225
way/71531354-400,way/127787669-400
way/71796402-400,way/71796402-400
way/718209950-400,way/718209950-400
way/71933077-400,way/71933077-400
way/71933086-400,way/71933086-400
way/723528920-380,way/723528920-380
way/72466334-380,way/72466334-380
way/72475426-380,way/72475426-380
way/725699702-225,way/725699702-225
way/72570378-380,way/72570378-380
way/72570474-380,way/72570474-380
way/72581705-380,way/72581705-380
way/726776987-220,way/726776987-220
way/727225348-380,way/727225348-380
way/72879943-220,way/72879943-220
way/72888152-380,way/72888152-380
way/729485840-400,way/729485840-400
way/730015498-225,way/730015498-225
way/730015505-225,way/474926055-225
way/730870685-275,way/730870685-275
way/731605861-220,way/731605861-220
way/733773947-225,way/733773947-225
way/733773951-225,way/733773951-225
way/733773994-225,way/733773994-225
way/73511619-400,way/73511619-400
way/73683435-220,way/73683435-220
way/737067003-220,way/737067003-220
way/740849522-225,way/740849522-225
way/74210017-380,way/162828577-380
way/742344914-225,way/139593701-225
way/743155118-330,way/743155118-330
way/743367793-220,way/37376386-220
way/743374599-400,way/243752614-400
way/74359510-220,way/74359510-220
way/74384031-400,way/74384031-400
way/74677138-380,way/74677138-380
way/74699439-225,way/74699439-225
way/74943205-380,way/74943205-380
way/749676336-300,way/749676336-300
way/751278521-220,way/170968150-220
way/751560789-400,way/751560789-400
way/753113423,way/85895367-400
way/753364578-400,way/753364578-400
way/75378894-380,way/75378894-380
way/75509664-225,way/75509664-225
way/75602396-380,way/75602396-380
way/75606778-400,way/75606778-400
way/75619319-220,way/75619319-220
way/756397226-225,way/756397226-225
way/757237014-225,way/147580984-225
way/75750171-225,way/75750171-225
way/757982264-225,way/757982264-225
way/75807571-220,way/58928252-400
way/758192229-225,way/49510896-400
way/758315582-220,way/240959264-220
way/75865676-220,way/24158385-220
way/758728343-220,way/95812231-220
way/758943072-220,way/758943072-220
way/75902880-400,way/75902880-400
way/759073166-225,way/759073166-225
way/75947556-380,way/75947556-380
way/76032001-225,way/76032001-225
way/760653905-225,way/760653905-225
way/761507281-400,way/761507281-400
way/762272690-275,way/820229174-275
way/76246159-380,way/76246159-380
way/76353093-220,way/165580300-400
way/76468460-275,way/76468460-275
way/765101679-220,way/765101679-220
way/765852555-225,way/765852555-225
way/765852556-225,way/765852556-225
way/766063119-220,ES363-220
way/76705565-380,way/76705565-380
way/76709660-380,way/76709660-380
way/767739005-400,way/767739005-400
way/768781614-330,way/768781614-330
way/77038371-380,way/77038371-380
way/77065229-400,way/77065229-400
way/771616113-220,PT11-220
way/772002801-400,way/129441519-400
